"JarDay"	"Jar"	"Type"	"Habitat"	"Group"	"SampleDay"	"Lab12CO2"	"Lab13CO2"	"LabCH4Tot"	"LabCO2Tot"	"Lab13CH4"	"Lab12CH4"	"HabDay"	"UnlCO2Tot"	"Unl13CO2"	"Unl12CO2"	"ContCO2Tot"	"Cont13CO2"	"Cont12CO2"	"UnlCH4Tot"	"Unl13CH4"	"Unl12CH4"	"ContCH4Tot"	"Cont13CH4"	"Cont12CH4"	"RELitter"	"RNLitter"	"RSoil"	"CSoil"	"CLitter"	"R13CO2Soil"	"R13CO2Inc"	"RInc"	"ASoilCO2"	"AIncCO2"	"ALitterCO2"	"RFluxCO2"	"NLitterCO2"	"R13CH4Inc"	"RCH4Flux"	"NLitterCH4"	"AIncCH4"	"RFluxCH4"	"FluxLitCH4"	"FluxLitCO2"	"FluxSoilCO2"	"FluxPrimCO2"	"BaseSoilCO2"	"LitPerContCO2"	"FluxSoilCH4"	"FluxPrimCH4"	"BaseSoilCH4"	"LitPerContCH4"	"gCLit"	"gCPeat"
"I_Fen_E1_d3"	"I_Fen_E1"	"Enriched"	"Fen"	"One"	3	934.812330875723	1105.88687353269	27.7410004653176	2040.69920440841	0	0	"Fen3"	2667.38562930503	32.6389978080646	2634.74663149697	751.064362218252	9.13857599426275	741.925786223989	0	0	0	0	0	0	0.5244579	0.01108917935	0.01074727	1.3075344	0.251664	0.0121675004886028	0.0122363251302994	0.0108024562256005	1.13214802350763	1.13273545152636	0.000587428018733016	0.541915668484459	2428.30656107342	NA	0	NA	NA	0	NA	1857.76870845618	182.930495952231	-568.13386626602	751.064362218252	247.351465721167	NA	NA	NA	NA	0.246848	2.92
"I_Fen_E1_d5"	"I_Fen_E1"	"Enriched"	"Fen"	"One"	5	2204.4080777706	2991.31479477054	161.715007431583	5195.72287254114	85.1411250721739	76.5738823594086	"Fen5"	5094.10269293226	63.3765501507091	5030.72614278155	1083.23351416335	13.0371098930797	1070.19640427027	73.8140004099775	0.797788646797451	73.0162117631801	1.28618734251787	0.00674928536610476	0.632405732686832	0.5244579	0.01108917935	0.01074727	1.3075344	0.251664	0.012035364233675	0.012441160685402	0.0108024562256005	1.11985315653882	1.15169739414615	0.0318442376073256	0.575726394219239	4850.65888220763	0.0108080938895924	0.526488706425066	74.0663696225516	1.00052188723325	0.526488706425066	161.715007431583	4947.25237673763	248.470495803519	-834.763018359834	1083.23351416335	456.71153191366	0	-1.28618734251787	1.28618734251787	12573.207812402	0.246848	2.92
"I_Fen_E2_d1"	"I_Fen_E2"	"Enriched"	"Fen"	"One"	1	2171.31552607239	662.706399321943	0.26436406855129	2834.02192539433	0	0	"Fen1"	2339.02303367929	20.4102694326181	2318.61276424667	2013.26577247912	17.420458161876	1995.84531431725	0.352018252300884	0	0	0.665056968882807	0	0	0.5244579	0.01108917935	0.01074727	1.3075344	0.251664	0.00865283580539124	0.00872598052209546	0.0108024562256005	0.805119421526699	0.807777448004457	0.00265802647775815	0.233839545623746	1269.22050933407	0	0	NA	0	0	NA	1537.59250180107	1296.42942359326	-716.836348885865	2013.26577247912	76.3730513288213	NA	NA	NA	NA	0.246848	2.92
"I_Fen_E2_d3"	"I_Fen_E2"	"Enriched"	"Fen"	"One"	3	1068.22386539898	1182.99649344815	23.8810021221949	2251.22035884714	0	0	"Fen3"	2667.38562930503	32.6389978080646	2634.74663149697	751.064362218252	9.13857599426275	741.925786223989	0	0	0	0	0	0	0.5244579	0.01108917935	0.01074727	1.3075344	0.251664	0.0121675004886028	0.0122363251302994	0.0108024562256005	1.13214802350763	1.13273545152636	0.000587428018733016	0.525491202493377	2353.01863949521	NA	0	NA	NA	0	NA	1985.86949472218	265.350864124961	-485.713498093291	751.064362218252	264.40736568261	NA	NA	NA	NA	0.246848	2.92
"I_Fen_E2_d5"	"I_Fen_E2"	"Enriched"	"Fen"	"One"	5	2562.77656405684	3303.73666755365	155.975030716585	5866.51323161048	80.1528556563495	75.8221750602356	"Fen5"	5094.10269293226	63.3765501507091	5030.72614278155	1083.23351416335	13.0371098930797	1070.19640427027	73.8140004099775	0.797788646797451	73.0162117631801	1.28618734251787	0.00674928536610476	0.632405732686832	0.5244579	0.01108917935	0.01074727	1.3075344	0.251664	0.012035364233675	0.012441160685402	0.0108024562256005	1.11985315653882	1.15169739414615	0.0318442376073256	0.563151660470507	4742.45112174132	0.0108080938895924	0.513882608569518	72.2557762425206	1.00052188723325	0.513882608569518	152.682375379759	5461.26350835317	405.249723257312	-677.983790906041	1083.23351416335	504.163085516352	3.29265533682647	2.0064679943086	1.28618734251787	11870.9281558365	0.246848	2.92
"I_Fen_E3_d1"	"I_Fen_E3"	"Enriched"	"Fen"	"One"	1	1375.53320900354	483.612403747064	0.185637454268323	1859.1456127506	0	0	"Fen1"	2339.02303367929	20.4102694326181	2318.61276424667	2013.26577247912	17.420458161876	1995.84531431725	0.352018252300884	0	0	0.665056968882807	0	0	0.5244579	0.01108917935	0.01074727	1.3075344	0.251664	0.00865283580539124	0.00872598052209546	0.0108024562256005	0.805119421526699	0.807777448004457	0.00265802647775815	0.260126157106952	1417.37981430502	0	0	NA	0	0	NA	1126.45893767802	732.686675072586	-1280.57909740654	2013.26577247912	55.9518247951388	NA	NA	NA	NA	0.246848	2.92
"I_Fen_E3_d3"	"I_Fen_E3"	"Enriched"	"Fen"	"One"	3	1068.48738862423	1241.86383330569	18.2663666261467	2310.35122192992	0	0	"Fen3"	2667.38562930503	32.6389978080646	2634.74663149697	751.064362218252	9.13857599426275	741.925786223989	0	0	0	0	0	0	0.5244579	0.01108917935	0.01074727	1.3075344	0.251664	0.0121675004886028	0.0122363251302994	0.0108024562256005	1.13214802350763	1.13273545152636	0.000587428018733016	0.537521664030075	2408.16493437118	NA	0	NA	NA	0	NA	2085.80112884236	224.550093087557	-526.514269130695	751.064362218252	277.712701303254	NA	NA	NA	NA	0.246848	2.92
"I_Fen_E3_d5"	"I_Fen_E3"	"Enriched"	"Fen"	"One"	5	2556.44527360424	3397.49839460541	132.210223330808	5953.94366820965	66.4126427535525	65.797580577256	"Fen5"	5094.10269293226	63.3765501507091	5030.72614278155	1083.23351416335	13.0371098930797	1070.19640427027	73.8140004099775	0.797788646797451	73.0162117631801	1.28618734251787	0.00674928536610476	0.632405732686832	0.5244579	0.01108917935	0.01074727	1.3075344	0.251664	0.012035364233675	0.012441160685402	0.0108024562256005	1.11985315653882	1.15169739414615	0.0318442376073256	0.570629919249309	4806.80283294341	0.0108080938895924	0.502326076459146	70.5959302874182	1.00052188723325	0.502326076459146	126.446252170396	5617.91970798085	336.023960228804	-747.20955393455	1083.23351416335	518.624990320754	5.76397116041217	4.4777838178943	1.28618734251787	9831.09131853702	0.246848	2.92
"I_Palsa_E1_d1"	"I_Palsa_E1"	"Enriched"	"Palsa"	"One"	1	4979.27107651609	1580.84462513481	0	6560.1157016509	0	0	"Palsa1"	6723.65754480812	74.4549492710297	6649.20259553709	2644.88361144336	24.6397453698873	2620.24386607347	0	0	0	0	0	0	0.523568363	0.01104382463	0.010752	1.381918	0.27405	0.00931600364692079	0.0110735784466778	0.0108002947374898	0.866443791566293	1.02530335660557	0.15885956503928	0.2409781621286	2952.82625473133	NA	NA	NA	NA	NA	NA	2868.70425514825	3691.41144650265	1046.52783505929	2644.88361144336	108.462400490385	NA	NA	NA	NA	0.2581	2.88
"I_Palsa_E1_d3"	"I_Palsa_E1"	"Enriched"	"Palsa"	"One"	3	2879.93857346804	1628.01920068127	0.180678271512446	4507.95777414931	0	0	"Palsa3"	2599.76168707682	31.8192638213462	2567.94242325548	626.20840122199	7.60203422699574	618.606366994994	0	0	0	0	0	0	0.523568363	0.01104382463	0.010752	1.381918	0.27405	0.0121397831970332	0.0122393002326009	0.0108002947374898	1.12907209793836	1.13323761342512	0.00416551548676836	0.361143400680698	1561.15902376689	NA	0	NA	NA	0	NA	2706.72391178532	1801.23386236399	1175.025461142	626.20840122199	432.240114713152	NA	NA	NA	NA	0.2581	2.88
"I_Palsa_E1_d5"	"I_Palsa_E1"	"Enriched"	"Palsa"	"One"	5	1913.7215615476	1159.96563113845	0.499607567767243	3073.68719268604	0	0	"Palsa5"	2188.86345116082	27.0814977003773	2161.78195346045	480.622270844486	5.57531256628591	475.0469582782	0.0526604836886279	0	0	0	0	0	0.523568363	0.01104382463	0.010752	1.381918	0.27405	0.0116001960468659	0.0123724016160145	0.0108002947374898	1.07888728114452	1.14556147926849	0.0666741981239714	0.377385712475436	1361.24172397509	0	0	NA	0	0	NA	1909.98077375031	1163.70641893574	683.084148091251	480.622270844486	397.397476066671	NA	NA	NA	NA	0.2581	2.88
"I_Palsa_E2_d1"	"I_Palsa_E2"	"Enriched"	"Palsa"	"One"	1	6855.89962894389	2597.63651147451	0	9453.5361404184	0	0	"Palsa1"	6723.65754480812	74.4549492710297	6649.20259553709	2644.88361144336	24.6397453698873	2620.24386607347	0	0	0	0	0	0	0.523568363	0.01104382463	0.010752	1.381918	0.27405	0.00931600364692079	0.0110735784466778	0.0108002947374898	0.866443791566293	1.02530335660557	0.15885956503928	0.2747793495355	3383.66499969657	NA	NA	NA	NA	NA	NA	4741.77094815432	4711.76519226408	2066.88158082072	2644.88361144336	179.280892650193	NA	NA	NA	NA	0.2581	2.88
"I_Palsa_E2_d3"	"I_Palsa_E2"	"Enriched"	"Palsa"	"One"	3	1370.33532822157	945.023479058828	0.140724010311699	2315.3588072804	0	0	"Palsa3"	2599.76168707682	31.8192638213462	2567.94242325548	626.20840122199	7.60203422699574	618.606366994994	0	0	0	0	0	0	0.523568363	0.01104382463	0.010752	1.381918	0.27405	0.0121397831970332	0.0122393002326009	0.0108002947374898	1.12907209793836	1.13323761342512	0.00416551548676836	0.408154224773847	1771.44730896259	NA	0	NA	NA	0	NA	1577.53216344517	737.82664383522	111.61824261323	626.20840122199	251.918077171555	NA	NA	NA	NA	0.2581	2.88
"I_Palsa_E2_d5"	"I_Palsa_E2"	"Enriched"	"Palsa"	"One"	5	1402.04361327569	1061.29993787522	0.185839194525582	2463.34355115092	0	0	"Palsa5"	2188.86345116082	27.0814977003773	2161.78195346045	480.622270844486	5.57531256628591	475.0469582782	0.0526604836886279	0	0	0	0	0	0.523568363	0.01104382463	0.010752	1.381918	0.27405	0.0116001960468659	0.0123724016160145	0.0108002947374898	1.07888728114452	1.14556147926849	0.0666741981239714	0.430837159266463	1560.15703448052	0	0	NA	0	0	NA	1754.86818092582	708.475370225096	227.85309938061	480.622270844486	365.124191569899	NA	NA	NA	NA	0.2581	2.88
"I_Palsa_E3_d1"	"I_Palsa_E3"	"Enriched"	"Palsa"	"One"	1	5187.71056442055	2216.66801377557	0	7404.37857819611	0	0	"Palsa1"	6723.65754480812	74.4549492710297	6649.20259553709	2644.88361144336	24.6397453698873	2620.24386607347	0	0	0	0	0	0	0.523568363	0.01104382463	0.010752	1.381918	0.27405	0.00931600364692079	0.0110735784466778	0.0108002947374898	0.866443791566293	1.02530335660557	0.15885956503928	0.299372592901051	3697.13688986088	NA	NA	NA	NA	NA	NA	4060.30279300577	3344.07578519034	699.192173746984	2644.88361144336	153.515367384729	NA	NA	NA	NA	0.2581	2.88
"I_Palsa_E3_d3"	"I_Palsa_E3"	"Enriched"	"Palsa"	"One"	3	1709.21358100577	1154.96606909793	0.145448404799768	2864.1796501037	0	0	"Palsa3"	2599.76168707682	31.8192638213462	2567.94242325548	626.20840122199	7.60203422699574	618.606366994994	0	0	0	0	0	0	0.523568363	0.01104382463	0.010752	1.381918	0.27405	0.0121397831970332	0.0122393002326009	0.0108002947374898	1.12907209793836	1.13323761342512	0.00416551548676836	0.403244981178506	1749.4873361864	NA	0	NA	NA	0	NA	1927.26470879973	936.914941303967	310.706540081978	626.20840122199	307.767303191533	NA	NA	NA	NA	0.2581	2.88
