FeatureID,I_Palsa_C1,I_Palsa_C2,I_Palsa_E1,I_Palsa_E2,I_Palsa_N1,I_Palsa_N2,II_Palsa_C1,II_Palsa_C2,II_Palsa_E1,II_Palsa_E2,II_Palsa_N1,II_Palsa_N2,III_Palsa_C1,III_Palsa_C2,III_Palsa_E1,III_Palsa_E2,III_Palsa_N1,III_Palsa_N2,Palsa_T0,PNC,PNE
MW_754.37974@RT_29.886,618028.327581552,449541.239849577,73482.1083852612,124217.725027539,481586.644969452,0,105704386.684482,569861.620140034,1529208.45351498,605779.995717783,3840327.18497142,4509271.00733317,1350053.65629556,600725.840111011,4233740.75036596,21511810.6282998,37297870.6540973,99381203.3892536,7754849.49245036,72503.7667026038,0
MW_522.17429@RT_30.641,246478.989191763,277652.907840621,210448.652366269,232961.325869412,400072.638488491,180214.331513827,72103178.1975918,1636793.05499152,6328301.94629746,3556574.51614156,23550900.6793861,4282107.88400389,2296085.78066842,655763.39668668,3147926.98436152,42028974.1650461,13483718.981791,88496508.4138919,13575375.6635446,196509.088189529,0
MW_686.38924@RT_33.069,71303648.736675,7296728.00978228,7159211.51386331,5024243.72247512,183701741.710979,28712549.3908248,9651379.62956929,4534406.65857103,9121646.40473633,62031288.6944728,10213697.6396441,15612555.6133526,27111107.0716288,56711449.2890771,15694322.659853,113286637.543491,44015515.8843818,79082038.6416854,20523082.4174451,0,0
MW_660.48212@RT_37.420,185701.465697498,86059.1004948403,95301.9817571855,3306552.48079244,430728.417451627,230692.589848439,0,72089.814578141,28372.9577529475,46577.2462092628,433973.709622718,387782.650343504,1183939.08404431,297478.267671678,641431.748287058,670530.326843083,537019.508355633,483764.783351551,324025.054042582,4221499.02282826,93906397.1686716
MW_448.34024@RT_40.879,45149658.41984,88989223.8386424,52436883.8269098,71178081.1779718,78226918.0467632,38125314.7476158,121132715.452556,100055107.779557,44598865.7511756,74889343.0159189,49346105.1739358,55179792.7200875,71259509.1302497,52619045.2229171,36039489.215001,87184297.0806475,54068146.4086244,92247813.6985494,14131756.102539,1279327.50720335,1031047.69754434
MW_478.07501@RT_24.497,2684069.52097616,4116070.83979116,2368636.33479933,1746516.52847973,3414285.16120327,1761061.23661971,17924772.5954515,3673445.09994827,0,10548659.911977,13476781.9809351,56324018.5891177,7069019.42091066,2546430.70350021,12742141.0293015,9621021.97789067,58492332.5335589,174588916.292526,14466278.5926931,0,0
MW_1064.68440@RT_40.722,486838.476666983,81050.8002657677,320892.279791826,66008.5696895755,39561.130109445,0,147201270.872646,44056.0449564355,389056.125087676,275731.394015455,24004.3445665663,7339396.98204718,143202.679928494,40549.3480166138,168872.619063153,3066627.17317332,96895900.7559658,95956624.8700446,531825.10724488,0,0
MW_430.11137@RT_16.608,0,0,306226.788984276,854921.68263154,1153644.21801304,616724.068824177,260607.064083549,134072.977143516,170468.944101673,595455.473678767,398943.635437475,977298.459718733,353806.023122772,0,398288.313014447,1455191.45226426,732264.530639603,767490.548783914,196534.329869018,167335086.358187,125602904.886713
MW_550.09668@RT_25.577,43359.9871461377,196724.003514668,0,134468.940421999,305930.549360513,1210380.84180236,407888.348017727,176069.860434964,18686.6859421741,299139.451312878,220062.40047656,970824.938658319,0,76529.6399311987,238142.599074171,0,1987160.3076954,633383.125233015,382442.726270129,147179803.015901,182118891.221423
MW_594.15921@RT_27.126,1593531.73692191,396963.410611047,103182.227786712,0,364512.153363497,318592.983071072,868008.787244776,373321.386768579,258493.54147042,0,179519.607270033,852979.117645053,198950.057475631,1542697.52889026,284791.090007272,0,0,506717.595398569,831498.710221724,124729923.575739,7274917.5850815
MW_328.22503@RT_35.995,4639007.55042925,2134745.02981477,733167.632591593,23201483.8271734,11246246.9705338,0,428938.867286682,501336.145688413,967942.554769649,0,3563787.30241312,4769311.83776825,2146252.46362396,2526418.95172194,2116832.10329393,3242775.15366092,0,3885926.88221969,1751890.51777284,265313933.840027,158123808.087909
MW_578.14287@RT_12.553,11710.7670944382,16904510.4327426,2807421.63924567,10512518.9749568,3814866.58863052,2954261.23684502,10680731.2805859,1959151.60899357,1999712.57881907,6450445.22082585,6612028.25725552,71903517.0459518,3095305.83164114,2541991.0040232,20397754.2200896,2911835.22071822,142193619.008862,0,17876456.4013154,298952669.632736,243362899.275448
MW_536.15354@RT_23.907,17733035.7208021,21498250.3723296,11870335.9071915,12037735.7093145,17519180.3613858,9895938.00923741,265986162.192523,30903399.0502288,83051847.841339,183423259.601748,217142370.263299,270492683.263658,106466443.918726,47065648.2751578,145530122.020842,386395478.180922,408000341.848087,438214463.531378,158781007.260117,1296477.24182737,0
MW_566.23682@RT_21.938,10576811.1283159,7695933.96943885,4400834.93841168,5589543.47466042,7461257.6945999,4500731.20228563,464203394.827114,9537888.85565602,24496086.9096636,15127547.4806194,52871837.509858,36563988.9023176,19407303.3507216,12237385.0749418,32345205.112623,311809820.46371,117885701.307548,304059959.89193,57581778.1309023,0,0
MW_492.14840@RT_19.024,612480.617790247,772091.524464727,174778.178664592,152993.128983616,3200399.80592279,680692.262636602,205792831.441373,10501173.9592248,257294.408502671,7184844.6096063,34846820.271016,629336148.998901,20271510.3947118,2409801.12270701,588866.479067782,338646.22031111,344644014.838124,68573606.4058099,74296493.2724505,1592726.55513915,0
MW_696.41006@RT_35.422,47460.9210819551,1124811.86788575,0,0,0,0,0,0,22542.7218409042,35155.4650887512,159522.505306648,342228.682661551,0,16871.5573989996,926495.61437388,81490.6667125429,323971.216962235,2052568.50807035,0,392111.146885962,0
MW_656.45080@RT_35.990,65396.4983088106,0,0,3824940.67846429,539506.98576045,0,0,0,0,0,0,17894.5367764505,0,0,0,0,27323.1247998197,0,0,404624573.043633,197352981.652132
MW_416.18697@RT_38.369,129988074.025745,114349737.600421,62469258.7630766,43618032.7974246,105469246.106706,54624303.6030928,127069624.012404,145917661.133048,138555082.167471,134938068.32766,184577375.963676,177109196.606616,432839594.010516,156218030.072249,312459955.102297,117712418.486959,156887708.083007,113445827.05986,218167791.535128,137733.591926,26267.6921056629
MW_578.14294@RT_11.762,10710871.3237962,261900615.626633,363962.224228117,1723107.95585309,5481039.60999881,924966.437817297,46394782.2671145,6094622.43131889,8197481.88125036,13994926.2228422,32226750.9398838,420295214.957967,6383725.51743708,8046154.1808072,67757387.1290753,15829815.9539837,637361187.258636,242421290.554466,67151810.623560607,35307365.5797582,32345827.40319
MW_532.34053@RT_40.739,17256610.1156964,8459444.29236378,2734729.37400335,9013346.50664331,1682352.6862894,1474292.45205529,400282583.622598,2481973.14563157,21980363.8362324,6533595.72957174,3137950.32723427,76513072.9731642,7419000.13773832,7344601.75192523,9753300.4593115,10914744.0239106,338133290.827412,337885683.056288,20050287.3321209,48605.8015908389,0
MW_578.14291@RT_13.812,60469479.8907489,758179024.385038,536837.333214017,2359547.12585128,8367189.50484741,3455385.80053474,40728924.1988862,14702557.0301137,48866579.8928068,52855407.5877265,87467316.4957297,172344012.525792,17158387.1043858,91800138.8884035,279475543.872834,69863083.0698555,161577362.255591,793523453.4356,87112794.8366089,52307842.7595708,34209239.2230518
MW_506.23671@RT_33.006,2652864.38076476,30612922.1736282,2837556.70307962,2522155.46128829,6666416.7901741,7601803.68000935,101889316.385385,4659194.64895316,0,5710912.37527243,32012042.925179,173157053.888058,27372723.946746,1585757.32318827,0,7302878.61134868,638078402.264772,111617424.058456,59465701.8044758,52285711.5789195,498456.732371049
MW_740.39953@RT_37.440,6914604.94499226,7385398.58743466,5530651.88288798,3200840.12274096,7785343.04874926,3413484.55072413,507857502.438721,12141525.9835903,15061440.6269336,11673206.9567734,30602291.719832,103802152.102622,35833166.1792942,13968780.7352325,35005246.8544095,112374435.758158,315009618.688272,512235635.590828,72835143.6098997,0,0
MW_812.45763@RT_37.951,152247641.109264,588523140.72252,8041760.70718202,6464508.54112784,6604144.22866491,524677.634584026,19827660.2950287,233672.564489551,124952603.591515,69946478.0601109,120351524.537388,204419338.742767,21268606.3437428,17772411.5370185,328453548.449083,77073786.066249,160895123.506794,290044.206113754,32843874.0740888,82959.3711760966,0
MW_464.09571@RT_23.624,402147165.068291,419970245.738651,253050981.742343,280359654.116259,420425900.909913,195220717.199498,427598700.363855,304309460.222261,539506716.953274,525562735.369068,695509002.967945,472446725.665995,663286033.963912,336155210.145925,1066452765.32913,484268510.752386,626166250.574534,1031561350.68833,675284678.626678,85979.204999082,0
MW_708.19138@RT_14.908,0,0,28367.122244166,54667838.2224022,243462.940846474,75310.8837836668,114208.111478153,0,0,59841.4202621281,141228.730117079,1424224.17415829,0,0,1063581.28598945,98222.0710028873,2921132.12005179,1643890.92894671,0,1166483904.2853,738786651.350443
MW_520.21605@RT_29.048,5898485.84115946,28230694.8181879,4665920.91638034,9244417.00406189,15337092.3709592,10985019.6442238,128143668.495645,9494651.78686012,10902918.5142412,22119844.79184,53281459.2950431,604915468.388102,57024572.5688764,9334574.46433079,37299858.5776145,243541715.578608,819027134.241296,45996797.116532,69897038.7191996,72215.1369511667,77150.7747910285
MW_928.19406@RT_23.623,59288322.9438547,63639839.2342437,28114526.6031416,23549412.8734657,80119761.5999465,17764787.23395,78147416.8938591,54596563.8620996,99517836.1284616,93557981.4310342,261572107.143307,192601968.83324,221796760.462574,41063576.9611396,336853513.051542,92354407.6977115,170909350.883417,456659824.815175,196865843.213602,0,0
MW_564.14861@RT_24.025,98360.5918232691,147503.525887979,35448295.2539633,45516659.9575034,26035412.939149,20750453.3296436,0,0,8562897.0651845,11705653.4388403,4779386.76907181,2878835.75849611,0,0,356749.155011358,1140065.64795175,908537.060945968,1208340.39203541,148941.317814571,314383085.259464,404849320.18044
MW_702.18136@RT_27.678,83021.4611544902,0,1269741.20757895,2863977.44541835,6684479.74444755,6849436.91921479,0,0,0,32012.0786084935,464393.594820226,945260.344822784,0,0,0,0,463602.052966641,681205.19167025,495786.58319196,373831642.863497,70634310.6143097
MW_696.41018@RT_36.328,54267.7492481251,415015.589875221,0,0,25020.7014368147,0,0,13187.6474321098,128187.298107067,25096.7316501867,171958.858134514,226226.959036889,81139.2915621255,74215.0481842368,573111.349679779,58882.5358195825,238660.054981108,1005692.99037429,70236.652183244,436691.141240146,0
MW_506.10643@RT_25.560,2235947.11658309,0,0,0,578543.778021929,1801025.75490134,88874.5101898949,1809717.33641092,0,0,28450.8801008473,226392.447540587,341491.467357746,0,20441.1822753366,0,432130.586668851,451969.146215341,1777696.81509884,313799914.884763,241597310.219873
MW_866.20829@RT_12.082,622843.246138877,33024785.2683373,13824.8954924788,218314.572237325,1019834.52087597,177201.107940606,16256551.4709255,1279391.62162195,662043.002222402,2503825.64838274,8378019.45837556,180152150.908402,1341032.79077486,1328001.55259185,10272119.6182525,1922520.46308858,307917054.423417,42422784.2141648,28435083.838095,1105947.19581911,364859.171587738
MW_476.18962@RT_22.170,2390864.06932109,2256211.86857208,1035222.49626238,715207.120199117,2162589.33110914,1081005.70750767,6982816.39941208,4685047.09428135,2861321.05478261,3610504.40279535,7541815.51630131,7095955.94088302,5805458.42763957,2833693.6009301,10344361.8504279,2560694.41505599,5449406.73267496,8045524.05105679,8470342.86643523,0,0
MW_726.38407@RT_29.025,240943099.642597,28785327.032597,18874944.970883,11528121.9387991,167364945.049996,137092945.837452,26154146.1927149,33745204.3667987,23835500.3680049,62245282.0414229,20689872.7183071,16772871.4743838,32272528.5686847,174424225.49324,16827890.4345638,21061547.7635041,37968124.2249504,102508619.821755,44227866.9736156,0,0
MW_580.15854@RT_17.459,5709614.1321265,133055692.058936,15874.7590039992,88974.5357521757,4844039.94176088,261565.961458905,11742934.4782248,15301760.2716244,19891361.677076,12981951.2656386,46823879.3711546,68993370.4540467,1419588.1937193,72959830.1885335,72694939.7159019,116181639.986749,86049853.2326957,250663113.579624,132193122.631851,30917186.6754932,25387358.5185678
MW_694.39429@RT_38.188,3840422.9946248,17457627.1100145,564117.152381169,624205.775564165,1031140.99363091,0,5470511.74708884,0,32283904.2312421,16392281.1782586,31658324.3797015,53237155.2656683,5191771.24823105,8969950.90277252,112795723.95958,19270037.4061835,31122180.6732616,253551059.126283,8522096.86491635,1572176.67893145,0
MW_710.38917@RT_33.935,366186475.304049,18202336.344756,3012625.39346304,3233811.58922624,61743875.1340316,150853987.385366,18661836.3396007,6839220.91411342,8148977.4415124,18437410.3371585,809198.520957367,12183175.6698058,24380933.1863302,100314879.227619,0,11173521.633773,42566614.7687663,78803558.2887167,7609099.25195384,1733569.84297417,0
MW_578.16425@RT_24.351,37938.390006387,13887.6754012548,0,0,205624.145181916,0,197081.485626448,0,0,82164.8508205995,51330.7521924967,0,0,0,104396.039742366,0,108359.48574952,146083.728378913,0,654746.349904508,0
MW_518.38219@RT_44.043,73162063.2733359,108754481.265084,57691297.4175766,100880589.338475,101504092.971225,49692938.578092,163243541.544651,190327050.1421,103118080.233612,156589901.659857,230523500.40811,141766220.187997,246202226.397444,79745622.5597871,33288398.6851508,186056130.820542,97224043.0422317,119819028.367602,61609521.6246862,69411.6958777582,43413.1687597339
MW_680.19661@RT_17.362,63933680.7635518,49108938.9283122,86244.5360740036,242158.129151461,43682569.9721304,1714542.80060174,4299204.96872562,8213832.6394128,11388053.1105379,105265337.060756,10405317.1740674,27959868.4021138,6389367.62634841,151752113.424953,10088323.4458843,15043571.4445461,90446442.7127898,188062143.21771199,87241177.8422453,58418692.1255798,2875632.32893864
MW_630.25356@RT_26.373,264369098.577038,10925473.8746254,2945860.2883917,2819661.53770859,81614179.9731128,33447490.2897767,10628545.5318557,6842787.64413892,10823176.7046857,130821496.593355,8449043.99151457,4506391.09373648,28487305.2534047,108761021.306778,7623597.88833881,27156597.5243846,37689818.8005779,64430801.1287673,25008725.6045234,342436.755992583,0
MW_610.15708@RT_24.625,0,295930.959005133,0,34713.0261927903,5011073.98068966,1707342.05503198,117125.928601044,1213819.14175041,2838738.78838409,2403212.3182285,148342.37103736,5886624.45918188,729934.647917442,0,0,73874.6694629262,6496600.18672958,144585.407202688,198587.600477047,1142655721.19037,0
MW_712.40508@RT_30.375,923654.753905992,76551.289729927,0,0,294620.68629211,91758.296659958,47119.8081655999,0,12559.874910789,111805.046917316,0,0,55153.6119341897,300161.358342578,90472.9387575326,73357.6132402372,182636.905059151,161555.618935085,0,0,0
MW_1012.21607@RT_26.665,37785.9940691645,0,10446.700929929,1233028.91965939,1092109.1068833,1648812.27894231,0,0,0,29629.4361450493,0,0,0,0,0,0,0,0,40928.1156608342,381678190.810178,307022307.214902
MW_552.22124@RT_21.446,12889422.5261829,39166585.0773866,3669164.27708255,2671625.60832028,13466088.0368957,2319545.98274977,60339971.893006,5059245.19465905,24917503.1909027,24133350.1140306,15626702.6640203,115056122.935001,14732700.588564,13398436.6585976,46057228.4364767,236015527.314226,239016346.457559,345236046.372383,35645098.4037879,489446.199930854,0
MW_556.29225@RT_49.354,699375.863319351,743253.768857681,2144052.16248437,5032809.17961878,3599005.16796257,1185135.30642369,984920.256875004,694273.609207784,1322952.87664883,1486359.89437017,884562.660691161,1136153.02687623,590291.889849814,445764.244035666,400860.621899934,410683.796815681,1164754.07910756,1049647.54989866,478942.845394201,372311958.716555,213690444.227134
MW_552.22125@RT_22.057,9776105.65917611,112887698.356038,2440709.59243522,2135583.56284736,6981399.65376202,1923056.58885669,133582042.990478,4114754.80162437,23893391.6910948,17090464.3490882,12838873.9596925,78190591.8828202,13340716.8776048,9798997.66419224,35898608.92591,15309714.5400536,202835046.369779,281028197.12526,29378452.6417784,0,0
MW_492.14836@RT_18.509,0,0,68341.1276513919,15640.1260867297,644797.728546148,579030.115841678,16114554.5702008,1357714.1979859,286523.952616733,0,5034478.52444204,560211.781316283,2139285.1230714,206540.359963331,1088936.77104017,501253.822977794,16766073.6197679,9829565.70820294,8715703.84985406,2638974.54295249,112822.927065745
MW_494.23686@RT_31.414,114962.424225553,0,791746.104223337,375861.962780204,34872423.7208894,330656.971000861,657569.201824552,0,353404.723926407,1110544.44631455,308939.080325011,638988.147781315,166044.958287453,0,729713.503609794,731210.003678308,147914.26674762,108231.602629452,519131.272997334,0,0
MW_480.09080@RT_22.165,20884841.2895163,20954117.3746745,8799723.68002295,6193102.47496757,20200300.4406946,5546614.44697072,48491258.555052,26030399.1371667,20384915.7928104,26238641.6890721,29579492.2493847,79330983.940189,45650311.0973882,20036168.2315487,36600124.216989,5406342.30675378,66338611.2183572,140161618.80589,79075749.5976377,207569.378370762,0
MW_1072.31057@RT_23.912,23814.4533833719,122806.813746113,15848.6297338299,27889.6100578792,92832.0573939334,0,30526509.8885325,468519.58754133,1939900.20137098,9070715.33416725,17023785.8165152,35566214.86773,6563922.10136458,617739.021909372,5546747.47545987,39624274.3720129,62833418.1632727,56435330.7791697,40702.9354645253,874482.97552682,200542.45516926
MW_916.43375@RT_29.027,39940.0344698382,0,0,0,30784.3587532833,0,31874.1734486953,0,0,0,0,0,0,32347.8967922603,0,21069.9623479525,0,276940.783557173,65516.3403143906,20223899.0273091,76915894.4144449
MW_488.35052@RT_42.408,76050411.3224312,150036263.961313,40274061.7355064,79518798.0739326,42997120.2117408,0,48154577.5163323,65527114.5452227,50404306.8978043,46923925.8604729,43444993.4125857,46110135.7010178,133709394.79518,35936220.159329,68896681.6819043,47369772.5546061,32462140.9689034,86580361.2330281,20620251.1433084,36900.8773620964,701447.912476231
MW_492.22115@RT_29.860,36509333.911168,15722652.3050409,4819921.15473126,4139020.21446489,20199309.1769545,4577786.17038147,26205092.5462996,10602773.7699446,26089660.0752054,48403994.8168743,43830393.0822467,52633274.9622045,45956209.267006,23633369.138433,57106746.2662885,33269979.9009587,80142204.2574299,86903119.7355785,37767608.7348447,2764759.28783258,0
MW_726.38405@RT_30.827,155854868.462164,7993381.94982278,3487668.5857391,2274180.20431531,34841917.1595707,62262138.4940658,7586949.72198858,8881551.43102653,6820095.7725781,0,7287788.22306731,7011416.03552588,12207243.3945009,60634727.4961777,0,9832389.30813533,18352284.984139,34651242.2150329,9364328.33668765,0,0
MW_740.29819@RT_32.274,37566297.4245322,26092857.4779674,25623461.2699468,12297401.6247288,52505686.5768096,16008653.0451196,36912951.9157869,24889731.7655,59427714.2959679,55971484.4503402,53373054.9878692,94007931.4522826,56440608.5072893,55661400.2806738,0,46208648.7895359,81107073.0571258,47047569.132171,97725595.5297625,0,0
MW_1070.38978@RT_29.710,0,0,0,15481.3677197786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97523648.1259967,15035005.3093354
MW_712.40510@RT_30.876,0,239291.640123889,0,0,19462.6157038797,0,0,0,16708.4846196416,35886.3427911143,22807.7405893249,0,0,0,0,35340.4007592507,21868.726255527,61728.7169085062,0,0,0
MW_418.11126@RT_16.084,20956650.8273101,19734360.6889363,13227771.6354976,10272419.3815259,21017347.8169889,10888701.015715,37518206.3877381,43142729.7587587,54275781.0091082,45073399.3404184,60812780.2763867,60990728.811897,66934791.5658467,25347454.6070972,87596693.4223496,37512089.8604262,43350187.6325693,57497341.042334,76412737.755125,1933048.74812803,509376.249468614
MW_504.34549@RT_41.065,9581597.58862207,75754651.4425307,11307550.4181989,9305127.00914653,2958135.74759145,2800166.294263,8329300.29150674,3265058.97540954,7805713.93469724,6410770.55061012,7834543.88527976,5106224.25884566,53505229.5735029,4517335.43558556,21936924.2436224,10178966.596286,14546510.9835089,64683363.8997602,4929713.71916251,96654.4983562226,35295.0922951011
MW_642.21706@RT_17.442,0,724648.102244315,0,0,108294.739590283,173825.436625388,0,0,101644.181401276,0,314023.654763033,459211.883565734,0,64574.6004530997,4136010.98964659,433124.265387229,719472.623127001,1949036.85609483,78736.3154300364,87572004.2946757,28050679.1072466
MW_432.19974@RT_30.616,0,0,353490.539507404,1213219.70823118,1307236.57741771,1475830.19329781,446674.330614578,25994.4116444359,329879.565976877,1622455.51653993,556297.872017501,1703812.12671523,0,1119375.14612327,0,0,2218700.2788411,0,954518.575873008,71063871.4303698,27780558.1240222
MW_510.23169@RT_25.852,113707407.3961,11973371.777407,366429.487784405,335516.133835278,38874192.0811194,8903357.0007398,0,1868166.77606498,2938675.31465648,76651641.378581,3570832.20018648,0,10243777.6340335,45424542.6297415,2737859.24568625,4261569.62094695,53946842.5485294,19646677.0331711,14560721.8922117,37749.4207744417,0
MW_582.19549@RT_25.587,1208914.84995148,3377633.97346393,447081.441528042,1326648.1363487,3111885.40044113,1409921.23421264,6937204.65748059,1319270.65629059,807414.325959224,2589997.30820238,3009657.31016094,27780421.5498557,2446069.87434164,1574256.05339464,0,509898.213206598,67760326.196778,3449232.91304876,6953172.41912799,804562.978855861,0
MW_928.20121@RT_23.472,38133.8505519932,0,0,9665.41153977313,0,29548.2111960589,0,26343.5254481674,0,0,0,75880.7292036836,0,0,0,0,44053.6521409567,115356.415312531,14312769.5208807,0,0
MW_422.12146@RT_13.409,206573.945449873,317022.20465985,61289.9184894339,81512.8090164469,314992.753624962,89397.4671328812,2483834.15782504,748690.853423779,149744.947245107,654836.438894987,932616.593714861,28068278.7452056,492235.962926054,268734.08330632,79669.4004500365,189140.944093136,63316163.5285943,1680305.90837671,4354519.19903918,0,0
MW_568.21633@RT_22.275,8623152.14554423,13040184.6631547,1577208.94571281,1426027.21369085,9490909.91640474,2681491.31727042,32158345.1842947,6676373.31862526,9712227.02434649,14311949.2592482,17115776.5944743,28335513.9238689,10810511.9413205,11343055.7692658,18515039.1707209,24546164.6312896,59007500.9382586,102781651.653331,21788984.3370579,3572935.81357247,0
MW_596.15383@RT_13.641,627604.001870607,2168600.4075897,18362.9116021376,16262.3457144199,0,47371.3710541988,2417440.87436802,179452.042032167,519268.701773071,1249509.47768501,4442260.73375319,40042320.8573879,116736.635671664,776578.486924415,13280729.3145339,4422036.50399462,58291234.5173965,56832362.4467658,8403949.66656151,2967999.08264795,327921.923056959
MW_488.35052@RT_39.808,9922223.65028536,6766855.55378785,10510930.7453746,21380555.0199431,8676834.83220769,2230933.33762837,86328420.8147518,12092853.8806399,10036759.3631413,11014715.7262941,6790146.44800097,39518377.3707971,10639902.9745515,5410649.68794632,8273223.45596734,8148667.24104952,55314246.1027703,68881953.9164272,4279111.6434065,0,0
MW_454.24161@RT_31.114,0,373394.537285782,250823.42281673,141085.307989157,133123.582312852,41121.8376986784,0,0,248463.489104963,0,221312.839046391,0,0,135252.916522839,0,0,44278.7749339438,120218.033342176,437867.097897841,65659755.2625387,11044693.8819091
MW_592.47093@RT_45.793,0,0,0,0,0,0,0,10070.0955937701,11664.1871527049,0,0,0,5306.8510039595,0,0,0,51927.7760287745,17658.5553676922,0,34708308.9665189,13479281.2527294
MW_896.20426@RT_22.054,0,22245.3046653085,0,23518.3622311993,21711.2384704955,22150.7980041693,0,0,0,0,14527.1710323826,41436.3491726403,0,0,0,0,0,0,0,65986955.0100869,48939217.5246589
MW_462.17404@RT_20.177,26829452.5342747,20739672.6883676,12972309.0235767,8978130.50391442,20025980.7682553,8113470.27146148,57990270.1931101,34327992.8493746,22334303.7822572,32478284.369205,63925851.5205101,73753846.936929,62265535.1753168,25228345.131801,80487575.3738894,24235144.5440273,46390584.4490992,81259665.7005926,76043683.4931857,12173066.9882001,9128389.12928557
MW_582.15913@RT_23.919,2558061.28650938,5098765.68485066,1674757.70750639,2114107.72728575,2975012.07414725,1733208.55890225,42594891.5136857,11152232.6188106,13301873.2066581,31097244.2361914,37661543.6534945,53697456.0496139,20409153.3525071,8628280.07961429,23758720.6963084,74841222.6039524,76876762.4671717,70600931.3920923,25242356.9562613,5289484.3056715,618894.911367752
MW_598.19045@RT_24.291,994004.465173453,3858533.36712969,7914571.91684019,7407712.86072022,7046578.00402709,7352279.99503592,1831050.07110585,943949.842016059,1076784.88559772,1731982.78124069,3042087.34344029,2067761.55261739,1857836.85409805,1356963.73535132,3039194.04446345,1818328.52058476,3546948.15593527,5683217.7539754,2942073.52095476,60777558.5841075,50062341.376206
MW_620.42949@RT_41.650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106589628.006745,37401789.9878059
MW_404.31390@RT_40.797,22393781.5978602,42810713.9824462,21719755.4371421,30413274.0272745,30112760.6837245,15757990.8761491,81430709.9504065,59214271.670121,39743176.083023,42659783.8939614,34787473.2103253,39627948.2319642,51813557.406134,23752820.010836,33053901.5994944,37132312.2522596,34191395.1058122,52026903.5880952,11811678.1085116,413774.776488588,331728.724384887
MW_486.33483@RT_38.586,1738519.93841824,690652.574969976,2105764.11941732,1532137.83797251,1077770.21762057,355980.722681967,66692794.2004203,1416702.1167709,2360447.07284331,2608320.83634874,918472.118888271,11465386.8116009,2738796.27867983,970176.143985297,864971.113951963,2160477.95096826,46908483.8952975,57458834.7807687,1171975.1835546,0,0
MW_1036.76799@RT_44.042,5656242.60412518,19003146.8017165,3622509.54264264,10401208.9619921,11784347.7076426,3087953.28012263,24606978.0890495,36108975.8632334,10367660.1500482,29236536.9543939,61721671.4546607,23835955.8416291,58070480.7892361,6495080.292717,1641320.20138212,39941430.7619592,11122543.5728827,18780235.5682959,4323647.79914711,0,0
MW_700.31438@RT_35.622,143631.546124913,0,12274.9509926529,10972.0022117453,54355.5633562974,74882469.2157102,1271664.86271623,0,33802.3678071843,38330.1444135895,119577.006438077,0,161074.365806162,159424.498073703,0,464388.750827807,0,1485163.03684842,0,37432.5031933909,0
MW_1068.37407@RT_33.480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9538.47948505433,0,0,13045.713132698,90670279.4547126,28399932.2049782
MW_518.32478@RT_34.660,45209369.1225177,14477227.5994691,2905663.90251142,2426918.44187048,36019377.061162,56995335.6176867,10303586.1438244,3074331.41203082,3468316.35553377,13609661.6972325,2773787.88320158,3928084.57495014,7675191.99447294,25622051.3872789,0,7381711.44174382,14479171.5130881,26365617.686293,1647228.13954039,1284199.01175391,307356.381911929
MW_374.15779@RT_19.704,0,0,0,0,0,0,460373.815162665,0,0,0,20092.6461660688,14394081.5722701,0,0,0,0,59514271.7984557,68373.9032428298,122021.770026931,0,0
MW_390.29826@RT_39.364,18828734.902124,31792015.4632829,28557650.9341569,36539744.9655052,22460674.6626582,14460847.5449872,62514007.8842491,55417613.3614251,33335537.7078599,39070000.6566283,38583476.6205875,46683613.2575231,58650226.1779601,15229055.6054203,69335871.5894795,27360183.9649326,29761270.5225066,64674981.344236,7160170.9448838,77580.4917331319,85034.3092726779
MW_868.22455@RT_13.696,421915.339961104,89624544.1587609,0,0,0,240366.266591203,245266.458821465,16792.4960852916,169106.89427448,334822.026157054,1288813.54945763,18030100.5308727,0,400966.984351776,14778381.4609715,742593.581302421,21553816.4947939,71287968.5570005,1563676.78099946,4847204.01144697,1711717.67929381
MW_780.11967@RT_19.144,38074020.4903825,37401443.1659825,20896317.0841977,16638561.176097,41088688.340631,18986366.9115766,29051847.8456048,31322158.0784746,40939948.0447621,41622665.8583087,74204578.9112303,82037447.3642746,106716275.372955,42622881.1849867,116554692.12841,40006938.5866478,60815601.6146465,86587865.6976461,62287556.0389807,0,0
MW_546.31973@RT_36.742,3199389.16431782,0,1372088.8866658,137221.684547546,697600.945302312,0,3026246.83112714,1236312.52050866,11330112.1581081,2603673.94839743,891534.966516969,4624397.26184734,234819.065414085,380011.592727399,569751.577895508,1093711.93076782,66042958.0411962,78472712.1186071,2922815.09165546,155652.630877055,0
MW_594.13822@RT_11.508,0,0,0,712304.081835349,2295980.83894154,854926.794910234,39397788.4866041,7797860.69211427,12476720.74808,21284410.2871168,29701620.0834951,67233815.1582422,15838367.9418804,12691818.0481342,47863215.0668671,23867599.6423547,119507686.396559,183992720.647037,53377236.0306193,0,720618.679591454
