FeatureID,SampleID,Labeling Status,Rel. Exchange [%],Label
MW_578.27677@RT_46.580,II_Palsa_C1,Contaminating mass,40.90828128,Non_labeled
MW_578.27677@RT_46.580,II_Palsa_C2,Contaminating mass,11.09399887,Non_labeled
MW_578.27677@RT_46.580,II_Palsa_E1,Irregular exchange,68.43212132,Labeled
MW_578.27677@RT_46.580,II_Palsa_E2,Irregular exchange,68.38179471,Labeled
MW_578.27677@RT_46.580,II_Palsa_N1,Contaminating mass,1.883616317,Non_labeled
MW_578.27677@RT_46.580,II_Palsa_N2,Contaminating mass,1.541642019,Non_labeled
MW_578.27677@RT_46.580,III_Palsa_C1,Contaminating mass,45.51691446,Non_labeled
MW_578.27677@RT_46.580,III_Palsa_C2,No warnings,0.213179434,Non_labeled
MW_578.27677@RT_46.580,III_Palsa_E1,Low pattern fit,79.15945313,Non_labeled
MW_578.27677@RT_46.580,III_Palsa_E2,Irregular exchange,67.4567211,Labeled
MW_578.27677@RT_46.580,III_Palsa_N1,Contaminating mass,3.589015003,Non_labeled
MW_578.27677@RT_46.580,III_Palsa_N2,No warnings,0,Non_labeled
MW_578.27677@RT_46.580,Palsa_T0,Contaminating mass,45.58255391,Non_labeled
MW_578.27677@RT_46.580,PNC,No warnings,0.237758727,Non_labeled
MW_578.27677@RT_46.580,PNE,No warnings,67.32704026,Labeled
MW_492.22116@RT_31.132,I_Palsa_C1,Contaminating mass,1.169875007,Non_labeled
MW_492.22116@RT_31.132,I_Palsa_C2,Contaminating mass,3.70871745,Non_labeled
MW_492.22116@RT_31.132,I_Palsa_E1,Low pattern fit,17.05195736,Non_labeled
MW_492.22116@RT_31.132,I_Palsa_E2,Irregular exchange,26.27380368,Labeled
MW_492.22116@RT_31.132,I_Palsa_N1,Contaminating mass,4.88794082,Non_labeled
MW_492.22116@RT_31.132,I_Palsa_N2,Contaminating mass,24.75047562,Non_labeled
MW_492.22116@RT_31.132,II_Palsa_C1,Contaminating mass,0.831449252,Non_labeled
MW_492.22116@RT_31.132,II_Palsa_C2,Contaminating mass,4.396577558,Non_labeled
MW_492.22116@RT_31.132,II_Palsa_E1,No warnings,2.38715164,Non_labeled
MW_492.22116@RT_31.132,II_Palsa_E2,No warnings,0.809815854,Non_labeled
MW_492.22116@RT_31.132,II_Palsa_N1,Contaminating mass,1.309667181,Non_labeled
MW_492.22116@RT_31.132,II_Palsa_N2,Contaminating mass,0.845859302,Non_labeled
MW_492.22116@RT_31.132,III_Palsa_C1,No warnings,0.001697378,Non_labeled
MW_492.22116@RT_31.132,III_Palsa_C2,Contaminating mass,2.806171199,Non_labeled
MW_492.22116@RT_31.132,III_Palsa_E1,No warnings,2.133091557,Non_labeled
MW_492.22116@RT_31.132,III_Palsa_E2,No warnings,1.805396055,Non_labeled
MW_492.22116@RT_31.132,III_Palsa_N1,No warnings,0.069976322,Non_labeled
MW_492.22116@RT_31.132,III_Palsa_N2,No warnings,0.359957381,Non_labeled
MW_492.22116@RT_31.132,Palsa_T0,Contaminating mass,0.505786383,Non_labeled
MW_492.22116@RT_31.132,PNC,Contaminating mass,31.62684682,Non_labeled
MW_492.22116@RT_31.132,PNE,No warnings,61.6887631,Labeled
MW_836.53128@RT_52.778,I_Palsa_C1,Contaminating mass,81.10880242,Non_labeled
MW_836.53128@RT_52.778,I_Palsa_C2,Not detected,NA,Not_detected
MW_836.53128@RT_52.778,I_Palsa_E1,Low pattern fit,86.18033179,Non_labeled
MW_836.53128@RT_52.778,I_Palsa_E2,Low pattern fit,77.07483639,Non_labeled
MW_836.53128@RT_52.778,I_Palsa_N1,No warnings,0,Non_labeled
MW_836.53128@RT_52.778,I_Palsa_N2,No warnings,0,Non_labeled
MW_836.53128@RT_52.778,II_Palsa_C1,Low pattern fit,0,Non_labeled
MW_836.53128@RT_52.778,II_Palsa_C2,Low pattern fit,0,Non_labeled
MW_836.53128@RT_52.778,II_Palsa_E1,Low pattern fit,82.43731931,Non_labeled
MW_836.53128@RT_52.778,II_Palsa_E2,Low pattern fit,81.86058669,Non_labeled
MW_836.53128@RT_52.778,II_Palsa_N1,No warnings,0,Non_labeled
MW_836.53128@RT_52.778,II_Palsa_N2,No warnings,0,Non_labeled
MW_836.53128@RT_52.778,III_Palsa_C1,Low pattern fit,0,Non_labeled
MW_836.53128@RT_52.778,III_Palsa_C2,Low pattern fit,0,Non_labeled
MW_836.53128@RT_52.778,III_Palsa_E1,Low pattern fit,11.87908357,Non_labeled
MW_836.53128@RT_52.778,III_Palsa_E2,Low pattern fit,47.20617468,Non_labeled
MW_836.53128@RT_52.778,III_Palsa_N1,Low pattern fit,0,Non_labeled
MW_836.53128@RT_52.778,III_Palsa_N2,Contaminating mass,0.862964999,Non_labeled
MW_836.53128@RT_52.778,Palsa_T0,Contaminating mass,3.107015616,Non_labeled
MW_836.53128@RT_52.778,PNC,No warnings,0.0050496,Non_labeled
MW_836.53128@RT_52.778,PNE,Low pattern fit,77.79623546,Non_labeled
MW_556.44972@RT_49.813,I_Palsa_C1,Not detected,NA,Not_detected
MW_556.44972@RT_49.813,I_Palsa_C2,Not detected,NA,Not_detected
MW_556.44972@RT_49.813,I_Palsa_E1,Irregular exchange,84.64820058,Labeled
MW_556.44972@RT_49.813,I_Palsa_E2,Irregular exchange,63.18929398,Labeled
MW_556.44972@RT_49.813,I_Palsa_N1,No warnings,0,Non_labeled
MW_556.44972@RT_49.813,I_Palsa_N2,No warnings,2.52E-04,Non_labeled
MW_556.44972@RT_49.813,II_Palsa_C1,Not detected,NA,Not_detected
MW_556.44972@RT_49.813,II_Palsa_C2,Not detected,NA,Not_detected
MW_556.44972@RT_49.813,II_Palsa_E1,Not detected,NA,Not_detected
MW_556.44972@RT_49.813,II_Palsa_E2,Low pattern fit,58.40540421,Non_labeled
MW_556.44972@RT_49.813,II_Palsa_N1,No warnings,0,Non_labeled
MW_556.44972@RT_49.813,II_Palsa_N2,Low pattern fit,0.103519871,Non_labeled
MW_556.44972@RT_49.813,III_Palsa_C1,Low pattern fit,0,Non_labeled
MW_556.44972@RT_49.813,III_Palsa_C2,No warnings,0,Non_labeled
MW_556.44972@RT_49.813,III_Palsa_E1,Low pattern fit,0,Non_labeled
MW_556.44972@RT_49.813,III_Palsa_E2,Low pattern fit,27.39034212,Non_labeled
MW_556.44972@RT_49.813,III_Palsa_N1,Low pattern fit,0.0709121,Non_labeled
MW_556.44972@RT_49.813,III_Palsa_N2,No warnings,0.026023204,Non_labeled
MW_556.44972@RT_49.813,Palsa_T0,No warnings,0,Non_labeled
MW_556.44972@RT_49.813,PNC,No warnings,0.008106127,Non_labeled
MW_556.44972@RT_49.813,PNE,No warnings,74.83624711,Labeled
MW_506.20028@RT_27.845,I_Palsa_C1,No warnings,0.357719556,Non_labeled
MW_506.20028@RT_27.845,I_Palsa_C2,No warnings,0.139965421,Non_labeled
MW_506.20028@RT_27.845,I_Palsa_E1,Irregular exchange,47.67317453,Labeled
MW_506.20028@RT_27.845,I_Palsa_E2,Irregular exchange,8.704510071,Non_labeled
MW_506.20028@RT_27.845,I_Palsa_N1,Contaminating mass,14.00276251,Non_labeled
MW_506.20028@RT_27.845,I_Palsa_N2,Contaminating mass,44.72924007,Non_labeled
MW_506.20028@RT_27.845,II_Palsa_C1,Contaminating mass,4.24424956,Non_labeled
MW_506.20028@RT_27.845,II_Palsa_C2,No warnings,0,Non_labeled
MW_506.20028@RT_27.845,II_Palsa_E1,Irregular exchange,5.158418209,Non_labeled
MW_506.20028@RT_27.845,II_Palsa_E2,Irregular exchange,7.10467452,Non_labeled
MW_506.20028@RT_27.845,II_Palsa_N1,No warnings,0,Non_labeled
MW_506.20028@RT_27.845,II_Palsa_N2,Contaminating mass,3.137726305,Non_labeled
MW_506.20028@RT_27.845,III_Palsa_C1,No warnings,0.367386471,Non_labeled
MW_506.20028@RT_27.845,III_Palsa_C2,No warnings,0,Non_labeled
MW_506.20028@RT_27.845,III_Palsa_E1,Irregular exchange,8.196925908,Non_labeled
MW_506.20028@RT_27.845,III_Palsa_E2,Irregular exchange,5.685599222,Non_labeled
MW_506.20028@RT_27.845,III_Palsa_N1,Contaminating mass,3.720952673,Non_labeled
MW_506.20028@RT_27.845,III_Palsa_N2,Contaminating mass,7.055814631,Non_labeled
MW_506.20028@RT_27.845,Palsa_T0,Contaminating mass,1.733474327,Non_labeled
MW_506.20028@RT_27.845,PNC,Contaminating mass,26.86116132,Non_labeled
MW_506.20028@RT_27.845,PNE,Irregular exchange,53.88354542,Labeled
MW_680.41464@RT_40.194,I_Palsa_C1,Not detected,NA,Not_detected
MW_680.41464@RT_40.194,I_Palsa_C2,No warnings,0,Non_labeled
MW_680.41464@RT_40.194,I_Palsa_E1,Not detected,NA,Not_detected
MW_680.41464@RT_40.194,I_Palsa_E2,Not detected,NA,Not_detected
MW_680.41464@RT_40.194,I_Palsa_N1,Contaminating mass,31.94725906,Non_labeled
MW_680.41464@RT_40.194,I_Palsa_N2,No warnings,0,Non_labeled
MW_680.41464@RT_40.194,II_Palsa_C1,Not detected,NA,Not_detected
MW_680.41464@RT_40.194,II_Palsa_C2,Not detected,NA,Not_detected
MW_680.41464@RT_40.194,II_Palsa_E1,Not detected,NA,Not_detected
MW_680.41464@RT_40.194,II_Palsa_E2,Not detected,NA,Not_detected
MW_680.41464@RT_40.194,II_Palsa_N1,Contaminating mass,31.94725906,Non_labeled
MW_680.41464@RT_40.194,II_Palsa_N2,Not detected,NA,Not_detected
MW_680.41464@RT_40.194,III_Palsa_C1,Not detected,NA,Not_detected
MW_680.41464@RT_40.194,III_Palsa_C2,Contaminating mass,31.94725906,Non_labeled
MW_680.41464@RT_40.194,III_Palsa_E1,Irregular exchange,25.68299058,Labeled
MW_680.41464@RT_40.194,III_Palsa_E2,Not detected,NA,Not_detected
MW_680.41464@RT_40.194,III_Palsa_N1,Contaminating mass,31.94725906,Non_labeled
MW_680.41464@RT_40.194,III_Palsa_N2,Contaminating mass,22.84291346,Non_labeled
MW_680.41464@RT_40.194,Palsa_T0,Contaminating mass,31.94725906,Non_labeled
MW_680.41464@RT_40.194,PNC,No warnings,0,Non_labeled
MW_680.41464@RT_40.194,PNE,Not detected,NA,Not_detected
MW_462.17403@RT_19.214,I_Palsa_C1,No warnings,0.05745069,Non_labeled
MW_462.17403@RT_19.214,I_Palsa_C2,No warnings,0.028952106,Non_labeled
MW_462.17403@RT_19.214,I_Palsa_E1,No warnings,5.76E-04,Non_labeled
MW_462.17403@RT_19.214,I_Palsa_E2,No warnings,0,Non_labeled
MW_462.17403@RT_19.214,I_Palsa_N1,No warnings,0.062566771,Non_labeled
MW_462.17403@RT_19.214,I_Palsa_N2,No warnings,3.56E-05,Non_labeled
MW_462.17403@RT_19.214,II_Palsa_C1,No warnings,0.003779632,Non_labeled
MW_462.17403@RT_19.214,II_Palsa_C2,No warnings,0.025125499,Non_labeled
MW_462.17403@RT_19.214,II_Palsa_E1,No warnings,0.286530567,Non_labeled
MW_462.17403@RT_19.214,II_Palsa_E2,No warnings,0.267518363,Non_labeled
MW_462.17403@RT_19.214,II_Palsa_N1,No warnings,0.030746367,Non_labeled
MW_462.17403@RT_19.214,II_Palsa_N2,Low pattern fit,0.013495027,Non_labeled
MW_462.17403@RT_19.214,III_Palsa_C1,No warnings,0.044655412,Non_labeled
MW_462.17403@RT_19.214,III_Palsa_C2,No warnings,0.031771566,Non_labeled
MW_462.17403@RT_19.214,III_Palsa_E1,No warnings,0.131385549,Non_labeled
MW_462.17403@RT_19.214,III_Palsa_E2,No warnings,0.537354969,Non_labeled
MW_462.17403@RT_19.214,III_Palsa_N1,No warnings,0.071634914,Non_labeled
MW_462.17403@RT_19.214,III_Palsa_N2,No warnings,0.027346567,Non_labeled
MW_462.17403@RT_19.214,Palsa_T0,No warnings,0.034759171,Non_labeled
MW_462.17403@RT_19.214,PNC,Contaminating mass,32.09233642,Non_labeled
MW_462.17403@RT_19.214,PNE,No warnings,65.93599123,Labeled
MW_754.37974@RT_29.886,I_Palsa_C1,No warnings,0,Non_labeled
MW_754.37974@RT_29.886,I_Palsa_C2,Contaminating mass,8.724969603,Non_labeled
MW_754.37974@RT_29.886,I_Palsa_E1,No warnings,0,Non_labeled
MW_754.37974@RT_29.886,I_Palsa_E2,No warnings,0,Non_labeled
MW_754.37974@RT_29.886,I_Palsa_N1,No warnings,0,Non_labeled
MW_754.37974@RT_29.886,I_Palsa_N2,Not detected,NA,Not_detected
MW_754.37974@RT_29.886,II_Palsa_C1,No warnings,0.171123225,Non_labeled
MW_754.37974@RT_29.886,II_Palsa_C2,No warnings,0,Non_labeled
MW_754.37974@RT_29.886,II_Palsa_E1,No warnings,0,Non_labeled
MW_754.37974@RT_29.886,II_Palsa_E2,No warnings,0,Non_labeled
MW_754.37974@RT_29.886,II_Palsa_N1,No warnings,0.184796328,Non_labeled
MW_754.37974@RT_29.886,II_Palsa_N2,Contaminating mass,0.785782763,Non_labeled
MW_754.37974@RT_29.886,III_Palsa_C1,No warnings,0,Non_labeled
MW_754.37974@RT_29.886,III_Palsa_C2,No warnings,0,Non_labeled
MW_754.37974@RT_29.886,III_Palsa_E1,No warnings,0,Non_labeled
MW_754.37974@RT_29.886,III_Palsa_E2,No warnings,0.147621669,Non_labeled
MW_754.37974@RT_29.886,III_Palsa_N1,No warnings,0.072303644,Non_labeled
MW_754.37974@RT_29.886,III_Palsa_N2,No warnings,0,Non_labeled
MW_754.37974@RT_29.886,Palsa_T0,No warnings,0.085604078,Non_labeled
MW_754.37974@RT_29.886,PNC,Contaminating mass,15.86747212,Non_labeled
MW_754.37974@RT_29.886,PNE,Not detected,NA,Not_detected
MW_522.17429@RT_30.641,I_Palsa_C1,No warnings,0,Non_labeled
MW_522.17429@RT_30.641,I_Palsa_C2,No warnings,0,Non_labeled
MW_522.17429@RT_30.641,I_Palsa_E1,No warnings,0,Non_labeled
MW_522.17429@RT_30.641,I_Palsa_E2,No warnings,0,Non_labeled
MW_522.17429@RT_30.641,I_Palsa_N1,No warnings,0,Non_labeled
MW_522.17429@RT_30.641,I_Palsa_N2,No warnings,0,Non_labeled
MW_522.17429@RT_30.641,II_Palsa_C1,No warnings,0,Non_labeled
MW_522.17429@RT_30.641,II_Palsa_C2,No warnings,0,Non_labeled
MW_522.17429@RT_30.641,II_Palsa_E1,No warnings,0,Non_labeled
MW_522.17429@RT_30.641,II_Palsa_E2,No warnings,0,Non_labeled
MW_522.17429@RT_30.641,II_Palsa_N1,No warnings,0,Non_labeled
MW_522.17429@RT_30.641,II_Palsa_N2,No warnings,0,Non_labeled
MW_522.17429@RT_30.641,III_Palsa_C1,No warnings,0,Non_labeled
MW_522.17429@RT_30.641,III_Palsa_C2,Contaminating mass,4.074999654,Non_labeled
MW_522.17429@RT_30.641,III_Palsa_E1,No warnings,0,Non_labeled
MW_522.17429@RT_30.641,III_Palsa_E2,No warnings,0.156326138,Non_labeled
MW_522.17429@RT_30.641,III_Palsa_N1,Contaminating mass,1.362181244,Non_labeled
MW_522.17429@RT_30.641,III_Palsa_N2,No warnings,0.129646643,Non_labeled
MW_522.17429@RT_30.641,Palsa_T0,No warnings,0,Non_labeled
MW_522.17429@RT_30.641,PNC,Contaminating mass,23.48753564,Non_labeled
MW_522.17429@RT_30.641,PNE,Not detected,NA,Not_detected
MW_686.38924@RT_33.069,I_Palsa_C1,No warnings,0.020492355,Non_labeled
MW_686.38924@RT_33.069,I_Palsa_C2,No warnings,0,Non_labeled
MW_686.38924@RT_33.069,I_Palsa_E1,No warnings,0.360860303,Non_labeled
MW_686.38924@RT_33.069,I_Palsa_E2,No warnings,0,Non_labeled
MW_686.38924@RT_33.069,I_Palsa_N1,No warnings,0.0140579,Non_labeled
MW_686.38924@RT_33.069,I_Palsa_N2,No warnings,0,Non_labeled
MW_686.38924@RT_33.069,II_Palsa_C1,No warnings,0,Non_labeled
MW_686.38924@RT_33.069,II_Palsa_C2,No warnings,0,Non_labeled
MW_686.38924@RT_33.069,II_Palsa_E1,No warnings,0,Non_labeled
MW_686.38924@RT_33.069,II_Palsa_E2,No warnings,0,Non_labeled
MW_686.38924@RT_33.069,II_Palsa_N1,No warnings,0.01938056,Non_labeled
MW_686.38924@RT_33.069,II_Palsa_N2,Contaminating mass,0.483133198,Non_labeled
MW_686.38924@RT_33.069,III_Palsa_C1,No warnings,0,Non_labeled
MW_686.38924@RT_33.069,III_Palsa_C2,No warnings,0,Non_labeled
MW_686.38924@RT_33.069,III_Palsa_E1,No warnings,0,Non_labeled
MW_686.38924@RT_33.069,III_Palsa_E2,No warnings,0,Non_labeled
MW_686.38924@RT_33.069,III_Palsa_N1,No warnings,0.010375491,Non_labeled
MW_686.38924@RT_33.069,III_Palsa_N2,No warnings,0.107452145,Non_labeled
MW_686.38924@RT_33.069,Palsa_T0,No warnings,0,Non_labeled
MW_686.38924@RT_33.069,PNC,Not detected,NA,Not_detected
MW_686.38924@RT_33.069,PNE,Not detected,NA,Not_detected
MW_660.48212@RT_37.420,I_Palsa_C1,No warnings,0.097888921,Non_labeled
MW_660.48212@RT_37.420,I_Palsa_C2,No warnings,0,Non_labeled
MW_660.48212@RT_37.420,I_Palsa_E1,Irregular exchange,13.41922297,Non_labeled
MW_660.48212@RT_37.420,I_Palsa_E2,No warnings,4.862491918,Non_labeled
MW_660.48212@RT_37.420,I_Palsa_N1,No warnings,0,Non_labeled
MW_660.48212@RT_37.420,I_Palsa_N2,No warnings,0,Non_labeled
MW_660.48212@RT_37.420,II_Palsa_C1,Not detected,NA,Not_detected
MW_660.48212@RT_37.420,II_Palsa_C2,No warnings,0,Non_labeled
MW_660.48212@RT_37.420,II_Palsa_E1,No warnings,0,Non_labeled
MW_660.48212@RT_37.420,II_Palsa_E2,No warnings,0,Non_labeled
MW_660.48212@RT_37.420,II_Palsa_N1,No warnings,0,Non_labeled
MW_660.48212@RT_37.420,II_Palsa_N2,No warnings,0,Non_labeled
MW_660.48212@RT_37.420,III_Palsa_C1,No warnings,0,Non_labeled
MW_660.48212@RT_37.420,III_Palsa_C2,No warnings,0,Non_labeled
MW_660.48212@RT_37.420,III_Palsa_E1,No warnings,0,Non_labeled
MW_660.48212@RT_37.420,III_Palsa_E2,Irregular exchange,7.16108291,Non_labeled
MW_660.48212@RT_37.420,III_Palsa_N1,No warnings,0,Non_labeled
MW_660.48212@RT_37.420,III_Palsa_N2,No warnings,0,Non_labeled
MW_660.48212@RT_37.420,Palsa_T0,No warnings,0,Non_labeled
MW_660.48212@RT_37.420,PNC,Contaminating mass,7.940871585,Non_labeled
MW_660.48212@RT_37.420,PNE,Low pattern fit,0,Non_labeled
MW_448.34024@RT_40.879,I_Palsa_C1,No warnings,0,Non_labeled
MW_448.34024@RT_40.879,I_Palsa_C2,No warnings,0,Non_labeled
MW_448.34024@RT_40.879,I_Palsa_E1,No warnings,0,Non_labeled
MW_448.34024@RT_40.879,I_Palsa_E2,No warnings,0,Non_labeled
MW_448.34024@RT_40.879,I_Palsa_N1,No warnings,0,Non_labeled
MW_448.34024@RT_40.879,I_Palsa_N2,No warnings,0,Non_labeled
MW_448.34024@RT_40.879,II_Palsa_C1,No warnings,0.001811108,Non_labeled
MW_448.34024@RT_40.879,II_Palsa_C2,No warnings,0,Non_labeled
MW_448.34024@RT_40.879,II_Palsa_E1,No warnings,0,Non_labeled
MW_448.34024@RT_40.879,II_Palsa_E2,No warnings,0,Non_labeled
MW_448.34024@RT_40.879,II_Palsa_N1,No warnings,0,Non_labeled
MW_448.34024@RT_40.879,II_Palsa_N2,No warnings,0,Non_labeled
MW_448.34024@RT_40.879,III_Palsa_C1,No warnings,0,Non_labeled
MW_448.34024@RT_40.879,III_Palsa_C2,No warnings,0,Non_labeled
MW_448.34024@RT_40.879,III_Palsa_E1,No warnings,0,Non_labeled
MW_448.34024@RT_40.879,III_Palsa_E2,No warnings,0,Non_labeled
MW_448.34024@RT_40.879,III_Palsa_N1,No warnings,0,Non_labeled
MW_448.34024@RT_40.879,III_Palsa_N2,No warnings,0,Non_labeled
MW_448.34024@RT_40.879,Palsa_T0,No warnings,0,Non_labeled
MW_448.34024@RT_40.879,PNC,No warnings,0,Non_labeled
MW_448.34024@RT_40.879,PNE,No warnings,0,Non_labeled
MW_478.07501@RT_24.497,I_Palsa_C1,No warnings,0,Non_labeled
MW_478.07501@RT_24.497,I_Palsa_C2,Contaminating mass,5.979772869,Non_labeled
MW_478.07501@RT_24.497,I_Palsa_E1,No warnings,0,Non_labeled
MW_478.07501@RT_24.497,I_Palsa_E2,No warnings,1.06646125,Non_labeled
MW_478.07501@RT_24.497,I_Palsa_N1,No warnings,0.011918859,Non_labeled
MW_478.07501@RT_24.497,I_Palsa_N2,No warnings,0,Non_labeled
MW_478.07501@RT_24.497,II_Palsa_C1,No warnings,0.120102579,Non_labeled
MW_478.07501@RT_24.497,II_Palsa_C2,No warnings,0.101594395,Non_labeled
MW_478.07501@RT_24.497,II_Palsa_E1,Not detected,NA,Not_detected
MW_478.07501@RT_24.497,II_Palsa_E2,No warnings,0,Non_labeled
MW_478.07501@RT_24.497,II_Palsa_N1,No warnings,0,Non_labeled
MW_478.07501@RT_24.497,II_Palsa_N2,No warnings,0.088391093,Non_labeled
MW_478.07501@RT_24.497,III_Palsa_C1,No warnings,0,Non_labeled
MW_478.07501@RT_24.497,III_Palsa_C2,No warnings,0,Non_labeled
MW_478.07501@RT_24.497,III_Palsa_E1,No warnings,0,Non_labeled
MW_478.07501@RT_24.497,III_Palsa_E2,No warnings,0.057251887,Non_labeled
MW_478.07501@RT_24.497,III_Palsa_N1,No warnings,0.267715464,Non_labeled
MW_478.07501@RT_24.497,III_Palsa_N2,No warnings,0.124881128,Non_labeled
MW_478.07501@RT_24.497,Palsa_T0,No warnings,0,Non_labeled
MW_478.07501@RT_24.497,PNC,Not detected,NA,Not_detected
MW_478.07501@RT_24.497,PNE,Not detected,NA,Not_detected
MW_1064.68440@RT_40.722,I_Palsa_C1,No warnings,0,Non_labeled
MW_1064.68440@RT_40.722,I_Palsa_C2,Contaminating mass,1.623572478,Non_labeled
MW_1064.68440@RT_40.722,I_Palsa_E1,No warnings,0,Non_labeled
MW_1064.68440@RT_40.722,I_Palsa_E2,Low pattern fit,1.039349784,Non_labeled
MW_1064.68440@RT_40.722,I_Palsa_N1,Low pattern fit,0,Non_labeled
MW_1064.68440@RT_40.722,I_Palsa_N2,Not detected,NA,Not_detected
MW_1064.68440@RT_40.722,II_Palsa_C1,No warnings,0.229436927,Non_labeled
MW_1064.68440@RT_40.722,II_Palsa_C2,No warnings,0,Non_labeled
MW_1064.68440@RT_40.722,II_Palsa_E1,No warnings,0.190226449,Non_labeled
MW_1064.68440@RT_40.722,II_Palsa_E2,No warnings,0.797278742,Non_labeled
MW_1064.68440@RT_40.722,II_Palsa_N1,Contaminating mass,3.640450671,Non_labeled
MW_1064.68440@RT_40.722,II_Palsa_N2,Contaminating mass,0.600859922,Non_labeled
MW_1064.68440@RT_40.722,III_Palsa_C1,No warnings,0,Non_labeled
MW_1064.68440@RT_40.722,III_Palsa_C2,No warnings,0,Non_labeled
MW_1064.68440@RT_40.722,III_Palsa_E1,No warnings,0,Non_labeled
MW_1064.68440@RT_40.722,III_Palsa_E2,No warnings,0.727888399,Non_labeled
MW_1064.68440@RT_40.722,III_Palsa_N1,No warnings,0.296479651,Non_labeled
MW_1064.68440@RT_40.722,III_Palsa_N2,Contaminating mass,0.418738122,Non_labeled
MW_1064.68440@RT_40.722,Palsa_T0,No warnings,0.013582565,Non_labeled
MW_1064.68440@RT_40.722,PNC,Not detected,NA,Not_detected
MW_1064.68440@RT_40.722,PNE,Not detected,NA,Not_detected
MW_430.11137@RT_16.608,I_Palsa_C1,Not detected,NA,Not_detected
MW_430.11137@RT_16.608,I_Palsa_C2,Not detected,NA,Not_detected
MW_430.11137@RT_16.608,I_Palsa_E1,No warnings,42.11468648,Labeled
MW_430.11137@RT_16.608,I_Palsa_E2,Irregular exchange,10.67480289,Non_labeled
MW_430.11137@RT_16.608,I_Palsa_N1,No warnings,0.016851414,Non_labeled
MW_430.11137@RT_16.608,I_Palsa_N2,No warnings,0,Non_labeled
MW_430.11137@RT_16.608,II_Palsa_C1,No warnings,0.021181969,Non_labeled
MW_430.11137@RT_16.608,II_Palsa_C2,No warnings,0,Non_labeled
MW_430.11137@RT_16.608,II_Palsa_E1,No warnings,0,Non_labeled
MW_430.11137@RT_16.608,II_Palsa_E2,No warnings,0.00654557,Non_labeled
MW_430.11137@RT_16.608,II_Palsa_N1,No warnings,0,Non_labeled
MW_430.11137@RT_16.608,II_Palsa_N2,No warnings,0,Non_labeled
MW_430.11137@RT_16.608,III_Palsa_C1,No warnings,0,Non_labeled
MW_430.11137@RT_16.608,III_Palsa_C2,Not detected,NA,Not_detected
MW_430.11137@RT_16.608,III_Palsa_E1,No warnings,0,Non_labeled
MW_430.11137@RT_16.608,III_Palsa_E2,No warnings,0,Non_labeled
MW_430.11137@RT_16.608,III_Palsa_N1,No warnings,0.014885995,Non_labeled
MW_430.11137@RT_16.608,III_Palsa_N2,No warnings,0.116073061,Non_labeled
MW_430.11137@RT_16.608,Palsa_T0,No warnings,0,Non_labeled
MW_430.11137@RT_16.608,PNC,No warnings,0.110912145,Non_labeled
MW_430.11137@RT_16.608,PNE,Irregular exchange,37.11416956,Labeled
MW_550.09668@RT_25.577,I_Palsa_C1,Contaminating mass,87.99970597,Non_labeled
MW_550.09668@RT_25.577,I_Palsa_C2,Contaminating mass,88.51771795,Non_labeled
MW_550.09668@RT_25.577,I_Palsa_E1,Not detected,NA,Not_detected
MW_550.09668@RT_25.577,I_Palsa_E2,No warnings,0.062009506,Non_labeled
MW_550.09668@RT_25.577,I_Palsa_N1,Contaminating mass,1.504777141,Non_labeled
MW_550.09668@RT_25.577,I_Palsa_N2,Contaminating mass,2.430305743,Non_labeled
MW_550.09668@RT_25.577,II_Palsa_C1,Contaminating mass,88.56308984,Non_labeled
MW_550.09668@RT_25.577,II_Palsa_C2,Contaminating mass,93.21961543,Non_labeled
MW_550.09668@RT_25.577,II_Palsa_E1,No warnings,87.99970597,Labeled
MW_550.09668@RT_25.577,II_Palsa_E2,Irregular exchange,86.63827275,Labeled
MW_550.09668@RT_25.577,II_Palsa_N1,Contaminating mass,88.1192607,Non_labeled
MW_550.09668@RT_25.577,II_Palsa_N2,Contaminating mass,45.71640017,Non_labeled
MW_550.09668@RT_25.577,III_Palsa_C1,Not detected,NA,Not_detected
MW_550.09668@RT_25.577,III_Palsa_C2,Contaminating mass,71.68807217,Non_labeled
MW_550.09668@RT_25.577,III_Palsa_E1,No warnings,88.13921342,Labeled
MW_550.09668@RT_25.577,III_Palsa_E2,Not detected,NA,Not_detected
MW_550.09668@RT_25.577,III_Palsa_N1,Contaminating mass,88.51848108,Non_labeled
MW_550.09668@RT_25.577,III_Palsa_N2,Contaminating mass,88.33421491,Non_labeled
MW_550.09668@RT_25.577,Palsa_T0,Contaminating mass,48.09399805,Non_labeled
MW_550.09668@RT_25.577,PNC,No warnings,0.005762744,Non_labeled
MW_550.09668@RT_25.577,PNE,Irregular exchange,55.63093977,Labeled
MW_594.15921@RT_27.126,I_Palsa_C1,No warnings,0,Non_labeled
MW_594.15921@RT_27.126,I_Palsa_C2,No warnings,0,Non_labeled
MW_594.15921@RT_27.126,I_Palsa_E1,No warnings,0,Non_labeled
MW_594.15921@RT_27.126,I_Palsa_E2,Not detected,NA,Not_detected
MW_594.15921@RT_27.126,I_Palsa_N1,Contaminating mass,9.277615597,Non_labeled
MW_594.15921@RT_27.126,I_Palsa_N2,Contaminating mass,22.9368882,Non_labeled
MW_594.15921@RT_27.126,II_Palsa_C1,Contaminating mass,4.555276997,Non_labeled
