Weight,PNC,PNE,I_Palsa_E2,III_Palsa_N1,I_Palsa_C1,I_Palsa_C2,I_Palsa_E1,I_Palsa_N1,I_Palsa_N2,II_Palsa_C1,II_Palsa_C2,II_Palsa_E1,II_Palsa_E2,II_Palsa_N1,II_Palsa_N2,III_Palsa_C1,III_Palsa_C2,III_Palsa_E1,III_Palsa_E2,III_Palsa_N2,all
552.22134,1769806.69144825,97984.951452328,4091141.77480833,379836383.129298,19850276.5498789,65556396.2397428,5047211.53941499,23538398.607069,3164764.2134534,94384409.0023215,7686626.45868429,36873823.7502118,36568171.0948293,24765801.3520945,169743779.63869601,23089239.7538812,21493045.2166932,72986162.6677088,368720569.412687,529601718.022551,1
550.09668,145524172.635876,172382516.240066,117483.793603697,2018517.9910897,NA,56692.2390240035,NA,209236.727237656,436999.434931688,337738.914407434,NA,NA,28418.8348223168,NA,637250.330692487,NA,92550.5750877232,31574.1769256507,142583.864509519,122965.021473404,1
548.3357,980485.367984462,NA,1260023.77696843,55433663.9864306,1625294.31519543,39490.8822019488,1905667.16112828,1178795.26261344,9966302.15104721,35363631.690082,898446.216186415,2737381.55736732,2352519.04485909,1162767.11990862,4662685.75289612,1649875.533549,1055027.67269545,1118401.08549807,10290631.3103797,13275837.0490133,1
548.1535,36982977.3082006,74992189.5349184,6969702.72322621,1310209.42657159,3312626.46101585,1165572.08720762,6840277.161024,670360.64010357,2975597.78224353,832981.14994327,34513.5176151993,929897.01291956,4369257.67893212,652509.682815483,1118046.39259444,403928.452387791,2731392.27571701,231780.557822889,2041643.90697381,1441825.21652967,1
546.31973,3908665.8932859,1321500.70602499,90156.9350978927,75510631.3913014,957689.452451286,757499.315581892,382022.915404212,381141.738430026,1920803.16625377,3617124.96433125,650587.983338091,12137854.0067138,632795.531878188,104156.211588046,3298323.32069768,485224.383965569,426010.410347431,226566.019706941,545035.08891865,78979770.4418167,1
546.31971,NA,NA,357233.846639863,32328321.5959863,702190.866019322,389753.671611803,998774.720514583,485329.038829064,312754.117308263,31053940.5767168,365365.704030338,1679354.19622042,834619.198729149,287825.538746106,3099570.07184501,1199639.38238409,325060.875670892,1250397.28552368,8316079.16124308,50392555.2459847,1
544.30442,741547.006888367,NA,839214.351168121,50254424.3341642,3347708.5674005,818525.100019676,1562725.23470665,703319.098874133,401950.355052888,24442483.1047364,553562.670416477,5307245.81875859,1792631.57712579,1071332.91219219,2410767.98084382,2674915.02085924,341694.997133983,1047536.97333578,6188679.34946287,43460277.7936489,1
541.33852,43269776.3729604,60200598.0501432,53110.8636758141,529125.229924517,NA,178315.443983375,26009.0803187002,3829075.56524575,55081.5232126113,372088.447176944,196317.997291573,124323.260234187,307624.44021619,185149.933795479,366033.172834477,108671.053744653,107418.141541251,43418.1398115486,29591.1479042204,508453.281290258,1
538.16932,1150767.9648708,1324061.6948295,658150.83636423,33697973.8599663,2389032.56052555,1312108.51384682,787657.379892861,3647169.57390385,1908728.1505897,11704069.4845842,2770650.10871054,5891855.23086316,10137166.029868,17615985.1315627,15886163.1222143,6344997.62500022,2026449.90470376,7107726.45650277,22239315.5302798,48753053.2408192,1
536.15362,6806985.20130524,1806806.26657511,13625797.5483983,538636548.236912,20691445.4107453,24449961.6900503,14147150.9212445,24936481.9554456,10489828.3484101,349861764.028,59578970.4822622,90882438.2479547,220434615.861363,266855141.734053,380988291.453463,130978163.101124,53760637.3980153,174126012.99568,482463544.547684,526536766.263637,1
534.19532,NA,NA,7639665.99218678,116214130.8008,14428972.7422744,16605417.8095778,5774704.36930138,20379346.8168543,5647529.93961698,121287633.439186,13226481.8476271,24635222.6035612,36301569.8370369,46751643.958915,49103094.5855225,62201392.5323943,24621417.5903654,47544309.6680164,39064790.312242,177847911.711178,1
532.34088,57608.6906240268,NA,10660985.6999839,535013711.373245,27636926.8017157,11938632.7678105,21799821.6054926,13489547.1833,6368782.69476213,697425618.837788,8835731.10313383,29348511.3251455,25729154.3098858,11971929.5228337,118119145.354231,13893947.4786351,8661364.89323131,14296385.7517321,71475683.5094102,503824077.928465,1
530.2583,117238144.559485,2242525.91739956,NA,NA,152640.894603573,NA,NA,100389.269237443,NA,NA,NA,NA,NA,NA,NA,NA,128872.834943051,NA,NA,NA,1
526.20566,NA,115626.845257261,917473.724379032,43391107.5383481,8273794.98728729,2847253.67118809,1604969.4130026,1951007.58805743,808543.759569068,42925641.3155833,3120458.7653142,4651317.05336607,10820928.0805174,10134431.5238194,39068110.3159199,5661962.93596148,7845686.43741917,15170154.2413149,43578583.6731826,72519295.4664228,1
522.17429,1192118.98643988,NA,275167.409507102,15938427.1244683,553338.672502809,180966.580261477,532316.262935013,947314.112750525,4090226.20891053,75296570.1719441,1315131.23802036,7766100.71417577,3951794.0898769,25036525.5094462,4585078.27847021,6463782.23836383,1133122.96675323,4239961.61677498,41464251.5054627,75411491.8886319,1
520.21605,203669.801523591,48211.6470529279,8899752.756237,816412361.937811,5574900.2510792,29115661.5717783,4306789.60537506,15483285.1563306,9480675.49403401,121561814.601263,9155277.69658019,10640999.9874105,20869271.7268616,52376151.6380451,603736309.439734,55750514.3520959,8492147.88676381,34872808.0387235,232938699.129017,45087441.8981793,1
518.38228,39133.1263050259,29926.3813639548,102189710.920421,98362027.4398725,74144638.0779629,108421448.097149,58698686.5302497,101961083.357338,50119525.2384224,162281625.012837,192214928.698427,103000297.051538,157027491.367396,227133680.272744,142189137.518525,249138599.386011,80833648.8897742,33286003.229352,188875944.699821,121616516.58744,1
518.32477,1331926.23490429,23905.638717724,2327870.55329126,14275351.8129855,42762131.7242696,14325918.4192511,2693110.45684009,35758411.0158232,68265465.6631992,10286371.9562985,2815410.49192708,3196486.92691735,13858571.990426,2790533.79469889,3999694.09682823,7636526.46962513,25722753.5389868,5151430.80941773,7234395.6705884,25879789.2863907,1
518.32474,190923.656017888,NA,9701777.06348132,5170805.28417084,23133864.7464665,78804247.048698,2053069.9505698,5436513.38753329,14710330.6579225,6661836.71949571,1859912.26470564,2269267.51270288,7046412.85794303,2320212.17600803,4358886.40715945,15803718.0408904,3272071.07407079,3942870.02559206,3017199.21567117,7169233.18929902,1
518.16411,53274953.5897716,32500632.0313435,1993277.4410858,237103.299616142,NA,72959.9753627248,1149646.14037956,979666.955488375,1315361.41084098,53074.361605724,36467.5032754357,29440.7622454325,127113.986042094,258650.57623901,477998.809465019,126273.748687127,144736.275391421,1653062.99844132,42863.0075261392,232893.32130894,1
514.26316,193665545.920438,5780343.9050625,394293.497691859,1327644.02062648,NA,1257904.91677492,NA,1639818.85972437,4746300.80936387,89470.9811215918,155525.806693456,459712.256632847,809265.828487993,101454.596578237,1266815.00482211,388241.334382131,156831.050776775,233711.328613104,NA,2178070.70846098,1
514.26316,5015959.42226297,187424.894966791,558558.969120235,703707.612102304,572257.693567644,1003823.41555593,1447922.80327291,805246.73146078,7822153.66978464,NA,26767.5310061465,NA,411018.196276882,282320.61442479,424287.486402093,358311.001856014,832479.71911304,NA,91696.5957039907,383127.201887761,1
514.26316,53004304.4427404,509719.521741633,701507.616164129,205356.581819064,572257.693567644,2389697.76220854,1447922.80327291,805246.73146078,8328410.12856301,1702802.47690571,478600.972946338,270322.845466782,1021200.38959448,655910.463344291,58992.0460745463,968125.170957995,903890.137483659,125185.160293,461099.158699955,146047.268967312,1
510.23169,519758.842485764,NA,287790.842780803,9640617.76487519,115617574.537122,11522345.2612502,386904.322334003,40795161.6741686,5453419.51653757,2780556.26426653,1846653.01626705,2844863.53945391,71830439.9846533,3468720.34390732,8298232.32071658,8319032.24872418,44803209.506283,3442270.14628663,5179387.189345,20248768.2909616,1
507.24061,51801204.4876728,231224.197932247,1135870.95536793,150131348.317501,1229399.33439366,7797106.94908847,206115.817939874,3383459.85329796,6148885.52892473,25158995.3669252,1184942.87427387,2731645.53784623,2206433.10811936,12351943.2977914,44008862.816019,8231425.00688332,1352412.48342481,1432899.2790179,3063155.79724794,27154105.9900494,1
506.23667,1165121.97079058,NA,2379412.95774496,703427462.647824,1512656.65682102,33200898.0841643,154880.346524148,3894246.34656306,9889798.20534059,94181508.5240017,1814916.30787409,1436465.8461285,5415507.06591334,28529472.1456009,183089339.432351,24098850.4586432,1056248.13137231,1617332.30650084,6276406.24306969,108886846.352721,1
506.10643,313372577.661553,240994439.070836,207474.621935963,260944.563409698,NA,383547.957186462,266069.241109535,569409.914703305,1148533.79429414,2230448.1297667,1613545.07704301,1436568.22110916,27726.9789376417,39754.7052240477,206679.656275519,1285435.13718899,NA,NA,357384.913022443,190999.266886711,1
504.34549,50303.7828064985,31845.3911959312,9128287.67262637,14438415.6070348,9787679.10151568,73924533.3524928,11045011.4821287,2656260.70017712,2822049.67583675,8027328.81050975,3235560.72155175,7562647.39244566,6321048.16312476,7491473.33005179,4990539.89885297,53123707.7584017,4764539.00792802,22194364.1444905,10254483.7930156,64967185.5516293,1
504.34545,NA,NA,5382838.05024674,67351178.3842948,4311490.53674008,5250114.61103648,4822053.9833392,5588758.08460906,2043172.28527513,99148446.6538262,6914149.60002506,7231469.95133258,8344594.89975355,5686469.7760986,31831728.4989234,11552445.5392463,3109286.53752459,7312163.63895225,28304022.2077461,80777655.1797934,1
500.27545,58379551.2433084,49471594.6056197,NA,112359.302085515,8250.20778493156,118954.37920042,92075.3411221332,55993.6965359222,260810.8620419,58599.9069834993,96450.0969671388,NA,NA,80421.7317601616,20449.8941116198,8207.27892551046,NA,NA,56482.7415300544,14881.9007996117,1
492.22116,4752795.86390592,NA,1023552.66799775,152629522.275263,3499737.47778277,9853812.23327455,3366768.74118017,3011946.45850841,4104292.15977458,23748606.5775415,4127973.45253218,5246159.9897627,13803443.3682696,11115690.7606078,36610824.6345315,13236292.050028,5438437.34014089,11664930.6150448,10017558.6235188,32787938.0423585,1
492.22115,1862423.76853047,NA,3238828.19592098,77525026.4770348,39017558.3460168,14846421.1503079,2902288.43449858,15349937.4974795,2519000.96964147,21647626.3341977,10508586.9691584,26743386.3122451,33756218.6847492,42549515.1928181,52365476.0960509,45216626.3496949,23973123.8792651,56995433.6202211,27331344.8912792,77194699.5885444,1
492.1484,1978163.73365004,58332.5209589963,120152.436064796,342003476.780734,411263.962817351,290830.02647521,90271.2072129481,2705894.30671501,147884.213763299,203036586.074054,9797634.71348828,84431.1808175152,6965343.27239949,34787613.9970055,637303656.013974,19785588.2357609,2187723.53842897,643352.473223057,390189.74241192,60994110.8803234,1
492.14836,58373.6838237044,NA,182644.225369924,17543448.7239589,411263.962817351,69222.2115325328,90271.2072129481,627194.376980934,258700.371175685,15911088.8747261,1153242.9309818,34855.0559556744,216878.877731013,4795474.0492752,1131239.99249081,1666160.34260477,106627.870767269,16587.952146545,958853.315783126,12180572.7312303,1
490.35088,79070.0662196304,146463.840057857,13976986.9703577,9430273.38452512,8283051.52707188,21814714.782585,10595199.9443518,20110816.3485042,6406645.64663079,29322743.4934872,26871364.2384508,9845988.91965686,17591916.4556222,19265164.3137853,13797193.104015,26389350.8814725,9204857.30443158,7465708.19670559,22542211.15988,20925365.6294465,1
490.27804,65615254.7414747,23797217.5949844,4557331.55640628,652629.084401469,555210.68894462,1823047.84485537,685564.432971838,1951605.3877191,2398513.85848662,882164.548912644,665954.770817647,259622.557484816,793903.099817691,283958.004439575,1306075.7877674,1813503.00476498,798378.971122412,1467181.14848491,968875.260621078,1419043.25731877,1
490.11155,65826726.8452509,64093131.6039851,NA,229857.181701341,602547.482311581,83592.1361819423,54311.5301997965,88839.1484934432,NA,917327.80841613,810726.855618954,112083.40887181,51014.6918365944,67201.9870537301,137385.291265893,777880.846337594,48942.7598585436,156155.284979974,NA,481608.180935487,1
488.35053,28014.2632603393,681015.511118309,79311955.4512069,32528191.4755648,77753668.1803849,147750574.83526,40864446.2496152,43115853.1397383,11692425.1810059,47520683.3144377,65955034.6907864,50047269.785927,46647407.1941373,42882291.0529862,45973661.0093607,134350117.915203,39197095.8394952,68949862.3456212,48127195.8985166,87395682.3975079,1
488.35051,NA,NA,20974153.4974226,54484533.5860725,9522434.21430335,5629326.06859311,9775202.89037241,10233625.2285054,2017285.49001289,84198243.6770598,11544452.1557235,9590804.8659277,10228567.2251709,4702722.2446076,39283333.5638736,9821176.49313672,5029888.00838025,8320955.34168027,7931432.19617339,68269336.6280807,1
486.33486,NA,NA,12759967.2833724,5601313.75341171,26218230.5677146,58482571.4781319,5586611.72722609,5794698.37090641,1816997.08291409,8934473.93598288,7733471.59659957,6855825.92786172,7749370.72940505,7496184.37367358,6977358.7631223,34989548.2121495,4642176.70920481,18669749.6403016,12496718.3277911,35685155.7498695,1
486.33483,NA,NA,1492295.53097528,46393778.2496329,1698422.07874353,651114.120963413,1929175.22566044,911833.899682723,182984.967872599,65987555.197636,1450205.41649525,2221298.2635402,2545201.27116465,916173.39652056,11496232.1161381,2586239.97007295,951123.611783165,933832.700094904,2233615.66049602,57110081.1044415,1
484.28036,113128499.317735,243318497.897033,310752.531492008,476877.511724466,247847.393593494,283297.005633768,365655.273198381,1851691.17204526,410915.812723041,439626.95275022,239036.031708977,115616.369772117,352465.206593965,375754.155430044,661974.939995297,106082.40635248,80657.719139544,17776.1229311467,6239.5398261685,312404.443070514,1
482.2648,104672965.682425,102953157.23225,64663.9090788187,57494.7026222431,17246.4859196935,NA,35551.1725954267,507425.531234123,141546.579795208,12785.7686669336,NA,NA,20748.9963297796,105232.178838053,194108.038905582,NA,26344.6190187194,NA,NA,44217.5900727998,1
480.09081,67944.4782898389,NA,5887784.94402052,65920210.5269937,20985379.7440012,20352059.4332686,8750067.64208834,20278614.3431133,5536783.14966499,48111427.0732462,25896229.4452006,19172815.9321719,25829325.3612349,29521178.0935325,80459654.2613498,44776944.025224,19835288.2608364,37088608.1257289,5346708.53362313,137333739.969159,1
478.07501,NA,NA,1670176.52265087,59883880.4828899,2689343.41186378,3935599.85073587,2208285.00971582,3376112.11392829,1693987.46288742,17673469.6248356,3508585.74465847,8116060.12012021,10231066.8975213,13424895.550499,56334285.2714408,6512462.84629096,2515401.93581365,12706985.2963016,9488232.58428039,167716561.071933,1
474.21056,842930.658564374,NA,473721.415274436,51888906.4151031,271493.407695611,1870441.30725991,277523.993354905,829031.853424347,895578.732944588,8954921.50636395,450315.627131702,21257.6586426372,724109.246189431,2478018.56165717,38058019.5109278,1719218.95016029,397926.883610243,1969003.41491473,13815895.9995754,3027902.33433417,1
472.19472,64964.0195395949,NA,NA,70712701.673624,195724.073668576,80039.4960712829,NA,90696.7521027838,NA,218956.11765643,NA,NA,NA,128092.476614694,23636859.7639394,106557.884790745,53411.0049018778,65221.6996311832,27728.3870802963,287072.368709764,1
468.25754,208675888.135874,6683254.19481186,102594.036054715,309623.018950468,29857.5922375576,241684.970630534,NA,1132316.17557387,4667189.6093384,347024.036534494,61902.3691819469,131787.166353476,518791.911977416,108246.61058656,104976.541054929,1810539.34365101,21703.5170463805,21284.9204228591,229026.314971659,81434.863478257,1
468.25731,96273767.6248985,3720938.71226285,NA,32547.2295043042,29857.5922375576,63893.3767895671,NA,308931.433741457,184510.727072342,NA,NA,NA,NA,99399.9584046662,NA,NA,NA,NA,NA,246640.926972624,1
466.11139,806487.614184179,NA,638877.80897091306,41968812.2226764,1351607.10087911,5657589.11883316,783254.038133662,2709684.82543205,238904.531401267,4735115.77872847,2210227.27885159,1780187.72778553,3499656.06069546,3332135.22540253,14887387.0860012,4512581.7438128,2451980.67003283,4389516.79159133,1555580.30647336,6128103.37490715,1
466.11135,7015965.92404127,159654.899798311,305825.412312742,29114007.2360385,645187.371511569,1097485.10495894,266197.345277131,801435.260007937,426746.421828766,1258362.89789617,847986.326994488,695438.165576914,1219969.99894135,808827.05478719,49993384.3233044,679069.006189066,721235.800247325,1890899.84576033,1230997.88852727,10216725.8887024,1
465.0992,NA,22394818.1500518,56990164.8252149,37517038.8523663,83171928.5127416,84163851.3980689,48571507.9299676,80302224.8864003,35447825.7557924,73834183.6884005,72423098.4797014,12365487.3160841,93318013.5104177,77419894.4280736,5984415.51264087,137321650.808712,69914230.8513789,58254883.7943886,93305238.9591956,254123871.593498,1
464.09596,NA,NA,302706220.735959,789894321.691957,465349523.326154,474389523.325672,280216292.555158,502279382.166681,210568200.150686,500392691.40656,348271769.112176,504085066.918232,602168739.946828,967513718.253827,672682399.513628,855802523.117961,386505117.017744,1403274938.4232,581031827.898626,1445467063.13209,1
464.09575,13331990.3248607,48799436.9973179,1049496.52806954,76282085.7172266,39709968.3402647,NA,9063428.7503753,10062548.1615532,3866632.09548661,69491499.9268989,9719653.23564508,16285474.1283828,NA,92465.1464029442,88977426.472582,35966554.6609181,28535046.5278417,NA,NA,270374556.858192,1
464.09569,NA,NA,NA,NA,404029379.192007,412140944.649065,NA,NA,NA,NA,293561926.156154,502635039.115912,NA,707503803.044903,39925865.290844,NA,NA,1065814215.37526,488199920.893768,NA,1
462.17404,11146260.3498074,8132462.94457602,9081320.34117521,45611127.9035686,23417167.5445516,20130363.2380752,12682404.7094911,18610784.3314599,10660352.0993153,56576419.5489987,33573529.9067764,29229998.592704,31206612.9920852,74515841.5043987,72264661.2297675,59700346.6028253,23650896.4042262,80220327.9991899,23717171.3805142,82353223.822106,1
462.17403,38749033.2697316,1627396.16440874,15012786.1369388,94124350.0298599,41160652.6109138,36534294.1237396,23040597.8734679,38720339.1501643,19348645.0007743,78583597.0089488,63040909.0977541,45472863.2674293,64036045.1050328,111486734.71826,106327115.318625,90775791.080019,42164818.098169,143509609.721066,45652691.8123842,214352352.102876,1
460.23139,3096099.39965233,NA,3573797.37922162,771347561.798368,2954094.75367588,36134874.0809235,1923524.46498728,4079206.45235152,11701028.1129004,97710008.2934521,1867558.38210416,2456908.4920127,6144012.98022603,29825351.3544995,192119852.053641,24869717.8468177,1575724.25104925,2576918.74588059,7392592.02253561,112753357.513921,1
454.24177,174709744.986273,30558607.3506905,308796.773565687,1395627.0324067,1039666.37546135,1580708.35496408,577427.104791802,554230.561442258,5587515.02441865,1930238.58707145,1367236.06620024,103035.068614918,529021.723798032,972712.349512632,462130.940654246,1679187.39790221,752972.618456683,675455.523395654,601264.48233266,1781402.75630948,1
450.08014,210428.495417058,NA,12815822.1105708,39786093.5214457,19846698.6149457,20102248.323362,11456358.5025955,20195385.0448249,9437826.8757693,27883815.1491053,17636941.9336283,23731734.8632145,31444050.0874069,41074914.2268227,30665013.8475596,27120343.9546503,16917453.8644315,39920751.3363473,20436066.5542676,60284864.7900683,1
448.34024,1394915.22077045,964395.315103143,75832049.1290784,53786943.8326499,45977334.5167161,85764062.0375652,51865952.7165108,78322310.3594339,37560495.1679709,120783437.942924,104146286.43484,43982755.7814798,74654139.9547802,48413977.3401801,55115942.6055976,75107813.2213702,52648220.3445872,42040795.4789774,89026708.7607436,97291456.4159132,1
448.23123,1518907.56117164,NA,1452955.57619577,66409730.0823415,175518700.110074,21533747.4649721,2144232.46907798,59137435.7544093,4057480.47214314,15728224.408934,9839169.38329676,12404053.3127516,109838906.506869,11718407.48286,25700677.7244079,22837572.4052754,40166199.3527674,8708258.94768095,15146268.455398,50883614.9517408,1
448.15836,NA,NA,2065660.91104723,18406139.5352449,78121531.9344144,38289121.7794786,2642498.89216232,11047598.3273748,3372482.91280644,7061281.71565345,4703465.91140152,4596912.10161481,11768854.2341256,6033296.08478558,13067927.3860937,8826075.11123557,69967107.1517491,9379175.93955257,6613095.4294486,22019314.4731819,1
448.10115,289373466.867924,330551218.826021,10897079.1931609,838121.209659574,323445.199054363,445387.832119197,7810229.08912518,5061684.65016611,5291504.31083794,466007.954195939,373135.470727172,347537.297003412,992555.585515186,1640086.87082769,1552551.60475664,409448.446490097,99296.3467251541,1508151.63669321,257724.357638334,1038948.45760627,1
448.1009,1004718.94556547,2130372.47230004,23107025.0333083,57091293.7698514,25625073.4362344,25714206.610725,14947380.9059819,38576501.335255,14827077.6577296,40058264.3838373,26461986.8520593,47350479.8739637,44417864.4930955,69033794.1337355,47067638.4569596,87145324.9693477,33620969.8954388,402397.648265109,35305517.5513099,107613006.945205,1
440.06261,14278.602801833,NA,1890885.72421193,65395271.6708613,130408418.098906,26635078.9372881,1431725.30082336,186750594.22392,17047015.1871515,4691238.0460799,5915629.00906127,NA,89917049.8646546,4864179.8756835,13693857.0462505,19505257.6506595,77499925.353396907,2941450.55745449,38462891.7340309,78701219.3533425,1
436.23117,55315976.652506,3375240.19445504,25852.2425613979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,881886.795010624,NA,89513.6876046776,1
434.21546,73117510.2617147,55238042.8460696,51196.4698300854,2301479.79333902,104191.270173261,NA,NA,375838.74249841,234075.024367902,234439.131062746,NA,NA,NA,207221.410957411,1116623.64875266,NA,159000.963430873,556447.491927907,270157.664748164,1474599.81074294,1
434.08511,NA,NA,914519.942285371,15637662.2648381,1596676.95159817,1452146.88751535,1008225.10257833,1607352.69866149,726311.960779488,10538414.9831954,1275497.46527363,1641543.91640802,3493356.9626947,3906082.68195812,20100941.2246145,3697133.73010596,1241505.25973458,4958660.49964564,4618560.92314831,46483612.4825284,1
432.19974,97467669.7575878,46655837.2615723,1375889.30915102,320035.423776387,419455.44544235,1897217.30702213,1101395.91219679,1209991.26938687,913914.127182042,1215054.15014757,209029.30380888,925421.337626369,892028.386592314,113286.276794527,657741.241185407,400217.945225211,335280.403579444,211145.596409667,546566.312822665,73905.7365914727,1
432.19974,71329550.8242885,26671865.8291923,603160.381733503,1907598.3735484,45107.0824337377,NA,356269.578190917,1332127.61328273,1212261.59944243,1399013.21960298,NA,809986.76986854,524878.59221291,589364.631266703,1307834.99085286,2406445.00144236,147134.343495679,66717.0554389471,218028.251671208,790147.79686384,1
432.1058,49144601.4887751,42296110.620495,3281380.04921907,39105.2891882918,NA,NA,1934341.46186702,1894866.37754778,2347647.52024581,NA,NA,31632.6130244076,70916.8671034051,351366.377333855,185923.207739464,NA,NA,NA,NA,98905.2560049927,1
430.18403,32364031.5207177,19716249.7686484,809951.228800269,4848738.40286471,415248.04992907,1210963.27498952,1051526.30215172,807903.075134346,598971.403064725,64061.1273052455,282797.292003151,NA,32719.3025953547,103244.271804219,2151410.6879061,NA,50075.7651291946,208260.369434978,45759.6585180049,134160.016935013,1
430.11137,164392378.885103,125413851.930104,698033.495372652,654456.815244944,729166.9492156,90951.3682574927,62681.7687505496,979529.035076728,590599.344106884,238710.877487449,112291.447555958,136990.870043631,586648.294578585,339073.313461272,942877.887295896,366226.364842659,703021.463983657,339928.372933168,1412453.62500354,643485.352985448,1
422.12146,NA,NA,76588.0348302038,63019142.8109543,137365.891544395,306518.009221716,57910.6077988418,242569.402612655,NA,2414994.86979035,730588.369810989,98142.5840179639,634545.914608091,933490.144169708,27661772.0889192,285971.793051481,232745.319474154,70447.3532384795,158263.162163199,1626214.47958594,1
418.32966,1315576.03024832,929969.639736339,80585647.5270551,89375918.9871506,57936877.6918112,111371825.615963,48593321.0526428,81281214.458016,35711559.6906305,224725468.219056,143317570.189794,89882832.2241633,115459943.386665,96985216.746298,110014346.450339,119836965.998982,76908180.3533839,68262768.568611,116482532.206216,113579574.56419,1
418.32959,51816.4710699605,53945.5903389917,31282229.055144,24136077.7253187,14629126.774126,19785839.2278649,20298202.7805843,14334570.3484573,6624570.01248309,66956876.0729874,49336043.7217206,36965140.6747781,26913412.582175702,34552015.2329186,52159675.527256,45833030.3934665,11181626.268919,65487281.2300355,22973724.1903165,60328136.8829318,1
418.11126,1784322.88766989,180447.711922526,10193184.4948695,40333354.1256397,20535849.0291461,19737618.7401416,13824110.6584391,20754881.336496,10369506.3237101,21085418.8097651,22700317.3133611,56753207.3899642,45320390.8677151,50137346.5464949,49395069.9059943,12509976.2831451,25049123.3616623,88242395.2517576,36186618.8274961,58614680.1695685,1
416.18697,132924.167395225,NA,41323762.8484736,147768182.489949,122530666.048902,104238225.145813,53428318.7340671,111300133.589942,51476748.3256141,119699446.552741,138774300.154799,130310532.447371,129573281.318803,173889246.489264,170451113.511468,414752760.088807,148135404.914643,305910909.751478,115003980.883411,108006220.667281,1
416.18697,132924.167395225,NA,41323762.8484736,147768182.489949,122530666.048902,104238225.145813,53428318.7340671,111300133.589942,51476748.3256141,119699446.552741,138774300.154799,130310532.447371,129573281.318803,173889246.489264,170451113.511468,NA,148135404.914643,305910909.751478,115003980.883411,108006220.667281,1
416.18697,226511.945644823,NA,3037401.74736386,7543664.08197683,10238921.3691521,9838617.37991193,3338887.78980962,7752921.87802847,2817236.63084959,14333114.559516,15122731.8671811,13142759.1265258,11923426.3697083,14856765.7175454,17299418.8907167,42320741.2871644,15622475.4025529,27954541.247979,7004264.2697003,6158764.47009128,1
416.18697,390698.662686357,NA,4227103.73412401,8044788.1584778,8652307.75192796,4548593.44828855,5022114.44952675,994297.052780144,2974585.29589195,13236178.7554006,13672557.4031014,514643.147102433,667847.221903091,13911557.443974,17244803.1958182,33960811.5522597,623766.667608188,19592410.4802988,7298428.0422589,3555493.62421437,1
404.3139,397684.63219299,328584.754792656,28537453.8315918,33974010.9565586,22832942.1712187,41501743.3221976,21505292.6473673,29937306.1083597,15508592.1759087,79997752.502272,59266632.3350802,39128367.181864,42393811.4433907,34091320.2161821,39492565.5278408,52760218.5268846,23649300.0672254,33304318.1412183,37843424.8799054,51922170.2722864,1
390.29846,64081.0334348964,86421.4306863838,50272797.5477966,41486619.3264612,24164755.8464394,40667140.306025,37082259.8336847,23593553.8995955,16323466.2042716,62141273.5793053,91242244.2040573,43666763.0475661,52944482.0553805,57873512.8323803,73910450.9509059,87633742.8204616,18811477.5638293,129880636.832178,32984845.3935859,113049547.701432,1
390.1168,926471.180388895,110209.303775609,13145010.112023,407802277.228523,1511703650.7303,140289696.340063,12022048.5093579,1060279769.00175,50885044.4375103,25104342.9975225,47811088.0563415,39346212.548801,1372738666.91191,35941751.9501208,104804613.64576,121306469.050249,625694116.735643,14291214.9692682,27381043.3855192,538099703.082723,1
388.10094,4222964.11880252,562179.885339497,5142815.17363353,27042336.365249,11648640.6272052,9734597.22883165,7016778.26947638,11998465.6395866,4844570.16257328,25780509.609766,36078065.2474582,32032882.374641,34005268.8753433,80907442.6256813,53053201.9200322,59136975.0731463,17283849.3033241,95199301.1103685,24110604.0790842,35619690.0898922,1
380.16834,43581509.7878596,7885917.94427643,21784.8212716275,41239.8408724087,91873.8489029499,NA,34156.0283283785,76813.3497349084,NA,39567.2877840469,95518.6307001629,138251.41108510701,92565.0926107891,225308.821680755,235390.010306931,322945.684289677,60840.7378240727,357559.17158734,47406.4172197386,68654.2672878201,1
374.13705,37192661.4544931,58571132.8935804,410693.201365985,114550.156536753,726540.693618138,NA,NA,605318.26204392,269637.851726717,78584.9076799385,49727.8042137427,32843.5015031661,193173.678648438,116160.190605756,546779.513846949,52227.8110401915,346309.910947978,23765.7529048925,71852.810704006,209381.102329477,1
352.13733,121305338.7228,43605555.2319803,721835.934560149,198722.045794425,NA,279896.711179874,NA,NA,91554.1852828492,NA,NA,NA,NA,123835.848955568,188896.029539729,NA,NA,1447047.28106883,225235.064581221,356383.383213727,1
330.24083,81436952.2794679,178493054.241563,25759257.8043411,11917537.34925,5638428.1175663,3933607.97165433,5754985.09871521,7678050.80913412,5836690.6486521,1564761.26406302,3525323.59867295,5274254.49491482,6743433.74206821,6060413.27240513,9977058.16543041,12253982.7439919,6207403.46295474,11261710.8779595,8972359.1294947,9311048.58387643,1
328.22525,667726498.393118,369113768.584454,26073370.3352235,9984670.850312,4222407.59068232,2128287.80599561,5467197.12688779,13900901.1318166,3196213.04822818,409035.780053671,448085.833207864,473992.71718397,8620317.26457331,3601244.29087434,4808937.72605837,1305490.41904699,2322383.21614371,1920174.30839823,2969070.22355009,3838360.73904984,1
